,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,001520,동양,12,500,1193,238684,+2.09,+2785,-1170,3580,,+6.29,1000,,-98,-2.9,0.39,669.45,3835,6031,-153,-289,+2785,-1155,+1480,+1520,+1480,+1915,-1035,1475,-0,0,20210628,-46.14,20201229,+29.87,+1500,2,+25,+1.69,478693,-67.24,원,121357,50.8
