,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,08537M,25500,384,10,20220128,28200,28200,25500,,,,,,,
1,,26000,721,17,20220127,25000,26000,22500,,,,,,,
2,,25450,405,10,20220126,25450,25900,25450,,,,,,,
3,,25900,1,0,20220125,25900,25900,25900,,,,,,,
4,,25900,142,4,20220124,26500,26500,25900,,,,,,,
5,,27000,1,0,20220121,27000,27000,27000,,,,,,,
6,,27000,255,7,20220120,27300,27300,27000,,,,,,,
7,,26900,58,2,20220119,27000,27000,26900,,,,,,,
8,,27450,1,0,20220118,27450,27450,27450,,,,,,,
9,,28200,46,1,20220117,27700,28200,27650,,,,,,,
10,,27750,62,2,20220114,25700,27750,25250,,,,,,,
11,,25700,1941,50,20220113,25700,25700,25400,,,,,,,
12,,26400,836,22,20220112,26000,26450,26000,,,,,,,
13,,26350,3,0,20220111,26500,26500,26350,,,,,,,
14,,26700,208,5,20220110,27700,27700,25600,,,,,,,
15,,26900,6,0,20220107,28000,28000,26750,,,,,,,
16,,26600,19,1,20220106,27350,27350,25600,,,,,,,
17,,27900,176,5,20220105,26000,27900,25900,,,,,,,
18,,27900,103,3,20220104,27800,27900,27800,,,,,,,
19,,27750,867,24,20220103,26000,27750,26000,,,,,,,
20,,25300,523,13,20211230,27150,27150,25300,,,,,,,
21,,27100,260,7,20211229,27100,27200,27100,4,0.00,,,,,
22,,26100,527,14,20211228,26900,26900,25350,,,,,,,
23,,25000,478,12,20211227,24550,27500,24550,,,,,,,
24,,24500,566,14,20211224,23600,24500,23600,,,,,,,
25,,23550,201,5,20211223,24000,24000,23050,,,,,,,
26,,24100,161,4,20211222,24800,24800,24100,,,,,,,
27,,24800,11,0,20211221,26500,26500,24800,,,,,,,
28,,25000,1,0,20211220,25000,25000,25000,,,,,,,
29,,24450,5,0,20211217,25000,25000,24450,,,,,,,
30,,24550,714,18,20211216,24400,24650,24400,,,,,,,
31,,24400,1,0,20211215,24400,24400,24400,,,,,,,
32,,24450,28,1,20211214,24100,24450,24100,,,,,,,
33,,24450,206,5,20211213,24000,24450,24000,,,,,,,
34,,24500,33,1,20211210,25000,25000,24500,,,,,,,
35,,25500,265,7,20211209,25450,25800,25450,,,,,,,
36,,25500,46,1,20211208,26100,27000,25500,,,,,,,
37,,26100,313,8,20211207,25100,27000,25100,,,,,,,
38,,25950,452,11,20211206,24500,27000,24500,,,,,,,
39,,24950,1686,41,20211203,22950,24950,22950,,,,,,,
40,,22850,1479,35,20211202,25950,25950,22800,,,,,,,
41,,23800,657,14,20211201,20550,24200,20550,,,,,,,
42,,21150,296,6,20211130,22900,22900,21100,,,,,,,
43,,21400,679,14,20211129,22500,22500,20850,,,,,,,
44,,21700,317,7,20211126,22500,22600,21400,,,,,,,
45,,21850,128,3,20211125,22300,22300,21850,,,,,,,
46,,22400,39,1,20211124,21450,22400,21450,,,,,,,
47,,21500,197,4,20211123,22000,22000,21000,,,,,,,
48,,21950,87,2,20211122,21500,21950,21500,,,,,,,
49,,22000,117,3,20211119,21800,22200,21800,,,,,,,
50,,21800,325,7,20211118,22700,22700,21600,,,,,,,
51,,22700,3,0,20211117,23050,23050,22700,,,,,,,
52,,23050,20,0,20211116,24500,24500,23050,,,,,,,
53,,23050,18,0,20211115,23050,23050,23050,,,,,,,
54,,23050,134,3,20211112,23300,23300,23050,,,,,,,
55,,22900,1839,42,20211111,24500,24500,22800,,,,,,,
56,,24650,648,16,20211110,24950,24950,23000,,,,,,,
57,,24800,81,2,20211109,24450,24950,23700,,,,,,,
58,,24500,3,0,20211108,24500,24500,24000,,,,,,,
59,,24000,56,1,20211105,26000,26000,24000,,,,,,,
60,,24950,8,0,20211104,25100,25100,24950,,,,,,,
61,,24450,446,11,20211103,27900,27900,24450,,,,,,,
62,,26750,139,4,20211102,27950,27950,26750,,,,,,,
63,,27950,75,2,20211101,27500,28000,27500,,,,,,,
64,,27500,292,8,20211029,26250,28300,26250,,,,,,,
65,,27150,77,2,20211028,27800,27800,27000,,,,,,,
66,,27850,0,0,20211027,27850,27850,27850,,,,,,,
67,,27900,10,0,20211026,27800,27900,27350,,,,,,,
68,,27600,95,3,20211025,27900,27900,27400,,,,,,,
69,,28000,59,2,20211022,28050,28050,28000,,,,,,,
70,,28550,49,1,20211021,28550,28550,28550,,,,,,,
71,,28550,258,7,20211020,29900,29900,27850,,,,,,,
72,,29000,68,2,20211019,27650,29000,27100,,,,,,,
73,,27650,15,0,20211018,27300,27650,26500,,,,,,,
74,,27250,522,14,20211015,29900,29900,27100,,,,,,,
75,,29450,36,1,20211014,26950,29450,26950,,,,,,,
76,,26250,24,1,20211013,26100,26900,26100,,,,,,,
77,,26500,141,4,20211012,26500,26500,26500,,,,,,,
78,,27100,6,0,20211008,27000,27100,27000,,,,,,,
79,,27400,18,0,20211007,27400,27400,27400,,,,,,,
80,,27400,60,2,20211006,27350,28050,27350,,,,,,,
81,,28500,459,13,20211005,29850,29850,27700,,,,,,,
82,,29800,42,1,20211001,28000,29900,26700,,,,,,,
83,,27500,47,1,20210930,28450,28450,27500,,,,,,,
84,,28500,17,0,20210929,29250,29250,27300,,,,,,,
85,,28850,46,1,20210928,29800,29800,28750,,,,,,,
86,,29800,562,16,20210927,25050,29900,25050,,,,,,,
87,,28000,952,26,20210924,26000,28000,26000,,,,,,,
88,,25000,5,0,20210923,25300,25300,25000,,,,,,,
89,,25300,7,0,20210917,25000,25450,25000,,,,,,,
90,,25800,52,1,20210916,26650,26650,25800,,,,,,,
91,,26650,47,1,20210915,27000,27000,25850,,,,,,,
92,,25950,150,4,20210914,25200,26000,25200,,,,,,,
93,,25200,0,0,20210913,25200,25200,25200,,,,,,,
94,,25200,925,23,20210910,25500,25500,25200,,,,,,,
95,,25100,208,5,20210909,26100,26700,25100,,,,,,,
96,,27000,2,0,20210908,27000,27000,27000,,,,,,,
97,,27300,323,9,20210907,27800,27800,27200,,,,,,,
98,,27850,1270,35,20210906,26000,28300,26000,,,,,,,
99,,26000,65,2,20210903,25950,26000,25950,,,,,,,
100,,25900,533,14,20210902,25350,25900,25350,,,,,,,
101,,25350,149,4,20210901,25650,25650,25350,,,,,,,
102,,26150,9,0,20210831,26150,26150,26150,,,,,,,
103,,26150,55,1,20210830,26450,26450,26150,,,,,,,
104,,25950,124,3,20210827,25500,28350,25500,,,,,,,
105,,25400,230,6,20210826,26250,26250,25400,,,,,,,
106,,26500,902,24,20210825,27000,29200,26000,,,,,,,
107,,26350,2422,64,20210824,28000,28000,26200,,,,,,,
108,,27900,19,1,20210823,29000,29000,27900,,,,,,,
109,,27000,476,13,20210820,28300,28300,26400,,,,,,,
110,,28300,4226,121,20210819,28950,30650,28200,,,,,,,
111,,30300,812,24,20210818,28000,30350,28000,,,,,,,
112,,28700,3005,87,20210817,30000,31000,28700,,,,,,,
113,,31300,7310,223,20210813,30400,32700,30100,,,,,,,
114,,30050,8568,263,20210812,30800,33000,30000,,,,,,,
115,,30900,25805,790,20210811,26550,32000,26550,,,,,,,
116,,24750,935,23,20210810,24300,25150,24300,,,,,,,
117,,24300,60,1,20210809,24950,24950,24200,,,,,,,
118,,25100,106,3,20210806,25200,25200,25100,,,,,,,
119,,24650,80,2,20210805,24650,24650,24650,,,,,,,
120,,24650,74,2,20210804,25250,25250,24050,,,,,,,
121,,24950,3021,75,20210803,24500,25250,24500,,,,,,,
122,,24300,2253,55,20210802,23450,24300,23450,,,,,,,
123,,23500,178,4,20210730,24000,24000,23500,,,,,,,
124,,23800,1198,28,20210729,23350,23800,23350,,,,,,,
125,,23350,24,1,20210728,23400,23400,23350,,,,,,,
126,,23400,111,3,20210727,22600,23500,22600,,,,,,,
127,,23800,383,9,20210726,24050,24250,22700,,,,,,,
128,,23900,6133,145,20210723,22500,23900,22500,,,,,,,
129,,22400,163,4,20210722,23000,23000,22200,,,,,,,
130,,23000,1165,27,20210721,22450,23150,22450,,,,,,,
131,,22400,583,13,20210720,20650,22800,20650,,,,,,,
132,,21650,152,3,20210719,22700,22800,21650,,,,,,,
133,,22900,84,2,20210716,22900,22900,22900,,,,,,,
134,,22850,2580,59,20210715,22500,23050,22200,,,,,,,
135,,22500,372,8,20210714,22900,22900,22050,,,,,,,
136,,22900,33636,726,20210713,21000,22900,21000,,,,,,,
137,,21000,4947,106,20210712,21200,21600,21000,,,,,,,
138,,21000,536,11,20210709,20700,21450,20550,,,,,,,
139,,21400,1847,40,20210708,22300,22300,21400,,,,,,,
140,,21850,9927,216,20210707,20050,22000,20050,,,,,,,
141,,20900,2450,51,20210706,20550,21200,20550,,,,,,,
142,,20500,356,7,20210705,20500,20950,20500,,,,,,,
143,,20500,1469,30,20210702,20450,20800,20450,,,,,,,
144,,20450,86,2,20210701,19900,20450,19900,,,,,,,
145,,19900,909,18,20210630,19350,20000,19350,,,,,,,
146,,20100,341,6,20210629,20100,20100,20100,,,,,,,
147,,20400,178,4,20210628,20800,20800,20100,,,,,,,
148,,20850,4,0,20210625,20450,20850,20450,,,,,,,
149,,21050,152,3,20210624,21350,21350,20600,,,,,,,
150,,21400,1737,37,20210623,20900,21400,20900,,,,,,,
151,,20900,805,17,20210622,21300,21400,20850,,,,,,,
152,,20850,2706,57,20210621,21600,21600,20400,,,,,,,
153,,21600,5042,109,20210618,21400,21750,21100,,,,,,,
154,,21400,3052,65,20210617,21000,21700,21000,,,,,,,
155,,21000,2651,56,20210616,20350,21000,20350,,,,,,,
156,,20350,1380,27,20210615,20450,20450,18650,,,,,,,
157,,19750,1093,21,20210614,18650,19750,18650,,,,,,,
158,,19700,461,8,20210611,19700,19850,17700,,,,,,,
159,,20200,566,11,20210610,19400,20500,19400,,,,,,,
160,,20350,1773,36,20210609,20500,20500,19150,,,,,,,
161,,20250,3417,69,20210608,20000,20250,19900,,,,,,,
162,,19900,4256,83,20210607,18800,19900,18800,,,,,,,
163,,18800,256,5,20210604,18150,18800,18050,,,,,,,
164,,18150,61,1,20210603,18800,18800,18150,,,,,,,
165,,18050,502,9,20210602,19000,19000,18050,,,,,,,
166,,18900,2122,40,20210601,18100,18900,18100,,,,,,,
167,,18050,449,8,20210531,19000,19000,18000,,,,,,,
168,,18950,4031,73,20210528,17900,18950,17500,,,,,,,
