,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,33637L,21350,15993,338,20220128,21950,21950,20650,,,,,,,
1,,21950,10981,245,20220127,23700,23700,21950,,,,,,,
2,,23700,2514,60,20220126,23950,24350,23700,,,,,,,
3,,24450,3231,78,20220125,24800,25150,23850,,,,,,,
4,,25150,2497,63,20220124,25950,26000,24850,,,,,,,
5,,25950,1273,33,20220121,26100,26350,25850,,,,,,,
6,,26100,2563,66,20220120,25750,26100,25450,,,,,,,
7,,25750,2588,67,20220119,26350,26350,25650,,,,,,,
8,,26400,2098,55,20220118,26050,26700,26050,,,,,,,
9,,26550,1707,46,20220117,26350,28000,26350,,,,,,,
10,,26750,1390,37,20220114,26800,26850,26450,,,,,,,
11,,26650,591,16,20220113,26850,27200,26550,,,,,,,
12,,26850,938,25,20220112,26500,26900,26500,,,,,,,
13,,26500,1192,32,20220111,26650,27100,26400,,,,,,,
14,,26850,1092,29,20220110,26600,27500,26600,,,,,,,
15,,27000,542,15,20220107,27900,28000,26900,,,,,,,
16,,26800,1996,54,20220106,27350,27900,26750,,,,,,,
17,,27350,1646,46,20220105,28050,28150,27350,,,,,,,
18,,28050,2192,61,20220104,27500,28600,27500,,,,,,,
19,,28000,426,12,20220103,28600,28750,27950,,,,,,,
20,,28100,2172,61,20211230,28400,28400,27650,,,,,,,
21,,27950,845,23,20211229,27100,28400,27100,4,0.00,,,,,
22,,28100,1167,33,20211228,27750,28500,27750,,,,,,,
23,,27900,775,22,20211227,27800,28300,27650,,,,,,,
24,,27850,1686,47,20211224,27900,28600,27350,,,,,,,
25,,28100,2549,72,20211223,27150,28550,27150,,,,,,,
26,,27350,1168,32,20211222,27050,27500,26850,,,,,,,
27,,26950,2736,74,20211221,27200,27750,26850,,,,,,,
28,,27150,4558,126,20211220,28050,28100,27150,,,,,,,
29,,28150,2051,58,20211217,28650,28650,28050,,,,,,,
30,,28250,1404,40,20211216,28800,28800,28250,,,,,,,
31,,28300,3434,97,20211215,28550,28800,28000,,,,,,,
32,,28550,2039,58,20211214,29300,29300,28500,,,,,,,
33,,28750,1490,43,20211213,29800,29800,28600,,,,,,,
34,,29100,5342,156,20211210,28550,29900,28500,,,,,,,
35,,28550,2595,75,20211209,28500,29000,28500,,,,,,,
36,,28750,3092,89,20211208,28600,29250,28500,,,,,,,
37,,28550,1555,44,20211207,28500,29250,28400,,,,,,,
38,,28350,3149,90,20211206,28800,29250,28250,,,,,,,
39,,29150,1290,37,20211203,29350,29350,28800,,,,,,,
40,,29000,5946,173,20211202,29600,29650,28800,,,,,,,
41,,29650,3458,101,20211201,29000,30200,28700,,,,,,,
42,,29050,8073,242,20211130,31050,31050,29050,,,,,,,
43,,30650,10412,319,20211129,30250,31650,30150,,,,,,,
44,,31750,4325,138,20211126,31850,33000,31650,,,,,,,
45,,32350,7564,247,20211125,32300,33150,32250,,,,,,,
46,,32250,14925,476,20211124,30900,33050,30750,,,,,,,
47,,30950,13987,433,20211123,30900,31850,30600,,,,,,,
48,,31300,22003,700,20211122,33300,33300,31150,,,,,,,
49,,33850,35463,1197,20211119,34100,34450,32300,,,,,,,
50,,33300,310672,11195,20211118,40000,41000,33050,,,,,,,
51,,32100,24650,815,20211117,31050,33500,30750,,,,,,,
52,,30850,3158,98,20211116,30750,31300,30700,,,,,,,
53,,31100,12784,398,20211115,30300,32000,30250,,,,,,,
54,,30050,6801,203,20211112,30150,30750,29500,,,,,,,
55,,30150,4275,130,20211111,29750,30800,29750,,,,,,,
56,,29900,4844,146,20211110,30600,30700,29900,,,,,,,
57,,30550,6830,207,20211109,29900,30650,29500,,,,,,,
58,,29850,1897,57,20211108,29800,30150,29750,,,,,,,
59,,29900,2355,71,20211105,30100,30350,29900,,,,,,,
60,,29800,944,28,20211104,29700,30200,29500,,,,,,,
61,,29700,2604,78,20211103,30050,30450,29700,,,,,,,
62,,30100,1914,57,20211102,30000,30300,29800,,,,,,,
63,,30000,807,24,20211101,30250,30250,29900,,,,,,,
64,,30250,4192,126,20211029,30150,30750,29700,,,,,,,
65,,30200,1316,40,20211028,30400,30750,30200,,,,,,,
66,,30500,1396,43,20211027,31000,31000,30350,,,,,,,
67,,31000,1137,35,20211026,30500,31400,30500,,,,,,,
68,,30800,1106,34,20211025,31000,31250,30750,,,,,,,
69,,31000,2204,68,20211022,31000,31450,30850,,,,,,,
70,,31000,4636,143,20211021,31500,31950,30750,,,,,,,
71,,31850,9073,292,20211020,31400,32700,31400,,,,,,,
72,,31700,6024,190,20211019,31200,32000,31150,,,,,,,
73,,31150,10605,330,20211018,30600,31750,30450,,,,,,,
74,,30300,4872,148,20211015,31050,31050,30150,,,,,,,
75,,30750,4713,146,20211014,30750,31300,30500,,,,,,,
76,,30350,5570,168,20211013,29600,30600,29250,,,,,,,
77,,29300,8296,246,20211012,30350,30400,29050,,,,,,,
78,,30150,38114,1201,20211008,28750,33450,28750,,,,,,,
79,,28750,6904,199,20211007,29500,30350,28300,,,,,,,
80,,29350,7132,214,20211006,30500,31150,29350,,,,,,,
81,,30450,12257,376,20211005,30550,32000,28050,,,,,,,
82,,30700,5922,185,20211001,30900,32000,30700,,,,,,,
