,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,00806K,대덕1우,12,500,6,1212,+0.16,+11500,-9400,127,,+0.11,6560,,,,,,,,,,+23300,-7400,+10350,+10450,-10200,+13300,-7200,10250,-0,0,20210524,-55.15,20210226,+41.22,+10450,2,+200,+1.95,2049,-43.34,원,,
