,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,000050,13800,15667,216,20211223,13700,13900,13650,,,,,,,
1,,13700,5056,69,20211222,13750,13750,13550,,,,,,,
2,,13600,22862,311,20211221,13600,13750,13450,,,,,,,
3,,13500,14494,196,20211220,13700,13700,13500,,,,,,,
4,,13650,5853,80,20211217,13600,13650,13550,,,,,,,
5,,13600,6887,93,20211216,13500,13700,13450,,,,,,,
6,,13450,9846,133,20211215,13450,13650,13450,,,,,,,
7,,13500,3518,47,20211214,13400,13500,13350,,,,,,,
8,,13500,5413,73,20211213,13650,13700,13450,,,,,,,
9,,13650,2709,37,20211210,13600,13650,13450,,,,,,,
10,,13600,13743,187,20211209,13600,13750,13500,,,,,,,
11,,13500,9560,129,20211208,13500,13550,13400,,,,,,,
12,,13500,11653,157,20211207,13500,13650,13350,,,,,,,
13,,13500,2286,31,20211206,13500,13600,13300,,,,,,,
14,,13500,10484,141,20211203,13500,13550,13300,,,,,,,
15,,13350,7885,105,20211202,13150,13500,13150,,,,,,,
16,,13300,6720,88,20211201,13000,13400,13000,,,,,,,
17,,13000,28054,368,20211130,13250,13450,12950,,,,,,,
18,,13200,11844,156,20211129,13050,13250,13050,,,,,,,
19,,13400,12281,165,20211126,13600,13600,13350,,,,,,,
20,,13650,14988,203,20211125,13600,13700,13500,,,,,,,
21,,13600,28195,381,20211124,13650,13700,13450,,,,,,,
22,,13650,5176,70,20211123,13600,13750,13500,,,,,,,
23,,13600,5657,77,20211122,13750,13750,13550,,,,,,,
24,,13750,4537,62,20211119,13700,13800,13650,,,,,,,
25,,13700,15033,203,20211118,13600,13700,13400,,,,,,,
26,,13700,40776,553,20211117,13700,13800,13300,,,,,,,
27,,13800,14149,194,20211116,13800,13900,13650,,,,,,,
28,,13800,7348,101,20211115,13900,13900,13650,,,,,,,
29,,13800,21700,299,20211112,13800,13900,13600,,,,,,,
30,,13750,31441,434,20211111,13950,14100,13400,,,,,,,
