,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,001040,CJ,12,5000,1466,29177,+0.41,+118500,-78600,25238,,+17.22,66530,35.60,2430,1.9,0.64,3.79,134358,319991,13903,2040,+118500,-78600,+85400,+86600,-85100,+110500,-59800,85300,-0,0,20210115,-27.00,20211202,+10.05,+86500,2,+1200,+1.41,45278,+129.64,원,13328,45.7
