,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,253450,스튜디오드래곤,12,500,150,30014,+0.99,+113000,-81500,27163,,+11.73,69180,86.68,1044,5.7,4.46,15.82,20309,5257,491,296,+113000,-81500,88700,+90800,88700,+115300,-62100,88700,-0,0,20210121,-19.91,20210917,+11.04,+90500,2,+1800,+2.03,135543,+157.36,원,13231,44.1
