,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,003850,14700,213717,3152,20211223,14750,14900,14600,,,,,,,
1,,14750,406215,5973,20211222,15050,15100,14550,,,,,,,
2,,14950,309846,4640,20211221,15250,15300,14850,,,,,,,
3,,15150,362599,5572,20211220,15450,15900,15000,,,,,,,
4,,15450,710209,11099,20211217,15700,16050,15350,,,,,,,
5,,15800,568626,9061,20211216,16150,16250,15700,,,,,,,
6,,16050,1814451,29451,20211215,15900,16700,15650,,,,,,,
7,,15500,2784803,44753,20211214,15900,17150,15300,,,,,,,
8,,15850,953993,15134,20211213,16750,16750,15400,,,,,,,
9,,16750,310241,5251,20211210,17100,17350,16600,,,,,,,
10,,17350,565690,9711,20211209,16950,17450,16800,,,,,,,
11,,17000,605798,10220,20211208,16600,17250,16350,,,,,,,
12,,16500,451372,7387,20211207,16050,16650,15800,,,,,,,
13,,16000,236459,3785,20211206,16200,16200,15800,,,,,,,
14,,16200,376934,6075,20211203,15850,16300,15750,,,,,,,
15,,15800,541271,8673,20211202,15850,16400,15700,,,,,,,
16,,15950,1796702,27734,20211201,14400,16100,14400,,,,,,,
17,,14400,370885,5386,20211130,14250,14850,14250,,,,,,,
18,,14250,247664,3560,20211129,14000,14600,14000,,,,,,,
19,,14400,438993,6402,20211126,14150,14950,14100,,,,,,,
20,,14200,277259,3885,20211125,13950,14400,13750,,,,,,,
21,,13800,144641,1997,20211124,13850,14000,13700,,,,,,,
22,,13900,95921,1336,20211123,13800,14100,13800,,,,,,,
23,,14000,110242,1543,20211122,13800,14100,13800,,,,,,,
24,,13850,136077,1869,20211119,13650,13950,13550,,,,,,,
25,,13700,188769,2604,20211118,14000,14100,13700,,,,,,,
26,,14000,154872,2187,20211117,14300,14450,13950,,,,,,,
27,,14400,90180,1296,20211116,14400,14550,14250,,,,,,,
28,,14500,142304,2053,20211115,14200,14600,14150,,,,,,,
29,,14200,139402,1959,20211112,13700,14250,13700,,,,,,,
30,,13900,220121,3044,20211111,14050,14100,13650,,,,,,,
31,,14050,262483,3731,20211110,14450,14550,14000,,,,,,,
32,,14450,148933,2141,20211109,14300,14600,14250,,,,,,,
33,,14300,159434,2274,20211108,14350,14650,14150,,,,,,,
34,,14450,155224,2244,20211105,14450,14650,14150,,,,,,,
35,,14450,151143,2213,20211104,14650,14850,14400,,,,,,,
36,,14500,139550,2030,20211103,14700,14850,14400,,,,,,,
37,,14600,187706,2773,20211102,14600,15150,14500,,,,,,,
38,,14350,100538,1446,20211101,14250,14550,14150,,,,,,,
39,,14350,186134,2676,20211029,14550,14650,14200,,,,,,,
40,,14550,116058,1694,20211028,14600,14750,14500,,,,,,,
41,,14700,163081,2405,20211027,14950,15200,14550,,,,,,,
42,,14850,157629,2334,20211026,14550,15000,14550,,,,,,,
43,,14500,105782,1535,20211025,14400,14700,14400,,,,,,,
44,,14500,175872,2552,20211022,14350,14800,14300,,,,,,,
45,,14450,371629,5489,20211021,14650,15500,14400,,,,,,,
46,,14650,117860,1714,20211020,14600,14750,14450,,,,,,,
47,,14600,107514,1581,20211019,14600,14900,14550,,,,,,,
48,,14700,134984,1970,20211018,14750,14800,14400,,,,,,,
49,,14800,145465,2157,20211015,14850,14950,14700,,,,,,,
50,,14700,160667,2357,20211014,14500,14850,14400,,,,,,,
51,,14400,144331,2084,20211013,14200,14700,14150,,,,,,,
52,,14300,193888,2757,20211012,14150,14400,14000,,,,,,,
53,,14450,142234,2067,20211008,14550,14700,14400,,,,,,,
54,,14550,180951,2624,20211007,14100,14650,14100,,,,,,,
55,,14100,448564,6442,20211006,14750,14950,14000,,,,,,,
56,,14800,307337,4586,20211005,15000,15400,14700,,,,,,,
57,,15300,460320,7168,20211001,16000,16100,15200,,,,,,,
58,,16150,193868,3147,20210930,16250,16450,16100,,,,,,,
59,,16250,240853,3899,20210929,16100,16450,16050,,,,,,,
60,,16350,154049,2537,20210928,16600,16700,16350,,,,,,,
61,,16700,293518,4929,20210927,16400,17100,16350,,,,,,,
62,,16350,185641,3053,20210924,16650,16700,16250,,,,,,,
63,,16450,303394,4996,20210923,16600,16700,16300,,,,,,,
64,,16750,814138,13625,20210917,16850,16900,16550,,,,,,,
65,,16800,466832,7938,20210916,17100,17450,16800,,,,,,,
66,,17250,547908,9458,20210915,17050,17500,17050,,,,,,,
67,,17000,761681,13001,20210914,16850,17350,16600,,,,,,,
68,,16900,3465703,62021,20210913,16350,19500,16100,,,,,,,
69,,16350,283844,4618,20210910,16150,16450,16150,,,,,,,
70,,16300,241018,3951,20210909,16500,16750,16300,,,,,,,
71,,16500,210249,3485,20210908,16600,16850,16400,,,,,,,
72,,16800,205357,3451,20210907,16950,17100,16650,,,,,,,
73,,16950,158931,2699,20210906,17100,17100,16850,,,,,,,
74,,17100,243772,4154,20210903,16800,17250,16750,,,,,,,
75,,16800,198561,3348,20210902,17100,17100,16700,,,,,,,
76,,17050,312932,5290,20210901,16550,17050,16550,,,,,,,
77,,16550,385376,6319,20210831,16600,16600,16250,,,,,,,
78,,16600,239629,3992,20210830,16850,16900,16500,,,,,,,
79,,16700,227278,3814,20210827,16700,17050,16500,,,,,,,
80,,16600,307085,5169,20210826,17100,17150,16600,,,,,,,
81,,17000,819882,14007,20210825,17900,17900,16750,,,,,,,
82,,17900,506268,8989,20210824,17950,17950,17500,,,,,,,
83,,17650,1173977,20448,20210823,16450,17900,16450,,,,,,,
84,,16300,627979,10316,20210820,17000,17100,16050,,,,,,,
85,,16850,519148,8934,20210819,17600,17750,16750,,,,,,,
86,,17750,289197,5148,20210818,17950,18050,17550,,,,,,,
87,,17750,730485,13193,20210817,18300,18700,17600,,,,,,,
88,,17900,379006,6813,20210813,18500,18550,17750,,,,,,,
89,,18400,593793,10944,20210812,18250,18750,18150,,,,,,,
90,,17950,580020,10336,20210811,17800,18400,17300,,,,,,,
91,,17850,306085,5482,20210810,18050,18150,17800,2,0.00,,,,,
92,,18250,228193,4163,20210809,18150,18450,18000,,,,,,,
93,,18150,261770,4754,20210806,18350,18350,18050,,,,,,,
94,,18500,507591,9298,20210805,17900,18600,17750,,,,,,,
95,,17900,170251,3036,20210804,17700,18050,17650,,,,,,,
96,,17800,165736,2965,20210803,17950,18100,17800,,,,,,,
97,,18050,208281,3779,20210802,18000,18350,18000,,,,,,,
98,,17950,182453,3268,20210730,17950,18150,17700,,,,,,,
99,,17950,202023,3638,20210729,17700,18200,17700,,,,,,,
100,,17650,206397,3659,20210728,17650,18000,17550,,,,,,,
101,,17900,218550,3929,20210727,17800,18250,17750,1,0.00,,,,,
102,,17800,150314,2704,20210726,18250,18250,17800,,,,,,,
103,,18150,347870,6293,20210723,18100,18300,17850,,,,,,,
104,,18400,157972,2905,20210722,18800,18800,18300,,,,,,,
105,,18600,187854,3484,20210721,18650,18850,18350,,,,,,,
106,,18650,228200,4276,20210720,18800,19100,18550,,,,,,,
107,,19200,209484,4001,20210719,19500,19550,19000,,,,,,,
108,,19400,469091,9207,20210716,19800,20200,19200,256,-16.02,,,,,
109,,19399,321402,6201,20210715,19231,19441,19021,,,,,,,
110,,19021,193944,3686,20210714,19315,19315,18854,,,,,,,
111,,19189,149063,2847,20210713,18979,19231,18896,,,,,,,
112,,18812,128994,2430,20210712,18686,19105,18476,,,,,,,
113,,18518,329072,6096,20210709,18812,18854,18140,,,,,,,
114,,18937,291931,5587,20210708,19441,19525,18937,,,,,,,
115,,19441,207733,4035,20210707,19399,19651,19315,,,,,,,
116,,19483,273131,5328,20210706,19777,19777,19315,,,,,,,
117,,19777,522729,10444,20210705,20113,20239,19735,,,,,,,
118,,19987,364053,7288,20210702,19819,20239,19735,,,,,,,
119,,19735,267798,5252,20210701,19819,19819,19483,,,,,,,
120,,19819,335885,6675,20210630,20029,20155,19651,,,,,,,
121,,19945,435931,8714,20210629,19693,20281,19567,,,,,,,
122,,19567,197360,3844,20210628,19735,19735,19357,,,,,,,
123,,19441,285568,5602,20210625,19483,19903,19399,,,,,,,
124,,19483,245026,4794,20210624,19735,19861,19399,,,,,,,
125,,19693,557116,10986,20210623,19399,20071,19231,,,,,,,
126,,19315,411510,8000,20210622,20029,20029,19231,,,,,,,
127,,19777,542368,10862,20210621,20575,20575,19735,,,,,,,
128,,20659,788804,16131,20210618,19693,20785,19651,,,,,,,
129,,19777,209619,4163,20210617,19819,20071,19735,,,,,,,
130,,19903,829905,16699,20210616,20029,20575,19651,,,,,,,
131,,19735,262277,5154,20210615,19693,19777,19399,,,,,,,
132,,19567,243356,4764,20210614,19399,19735,19189,,,,,,,
133,,19399,249476,4836,20210611,19021,19651,19021,,,,,,,
134,,19105,423270,8098,20210610,19483,19525,18854,,,,,,,
135,,19441,324014,6372,20210609,20029,20113,19441,,,,,,,
136,,19987,470395,9370,20210608,19735,20197,19693,,,,,,,
137,,19693,260867,5119,20210607,19735,19861,19441,,,,,,,
138,,19609,337642,6642,20210604,19525,19945,19357,,,,,,,
139,,19525,300191,5803,20210603,19273,19609,19021,,,,,,,
140,,19063,381852,7316,20210602,19147,19315,19021,256,-2.15,,,,,
141,,19105,1095192,20909,20210601,18735,19433,18612,,,,,,,
142,,18612,581699,10814,20210531,18899,18899,18406,,,,,,,
143,,18899,571892,10859,20210528,18858,19187,18776,,,,,,,
144,,18940,2463881,47040,20210527,18653,19721,18365,,,,,,,
145,,18653,281025,5209,20210526,18570,18694,18365,,,,,,,
146,,18447,340252,6256,20210525,18242,18570,18201,,,,,,,
147,,18201,426218,7729,20210524,18324,18406,17954,,,,,,,
148,,18406,392461,7262,20210521,18694,18735,18324,,,,,,,
149,,18612,339252,6245,20210520,18160,18653,18160,,,,,,,
150,,18365,290568,5317,20210518,18201,18488,18077,,,,,,,
151,,18201,500935,9217,20210517,18735,18735,18201,,,,,,,
152,,18899,760071,14361,20210514,19146,19187,18653,,,,,,,
153,,18940,1158352,21807,20210513,18694,19228,18406,,,,,,,
154,,18858,1727430,32220,20210512,18118,19105,17913,,,,,,,
155,,18077,616601,11145,20210511,17872,18365,17831,,,,,,,
156,,18036,674396,12136,20210510,17954,18201,17790,,,,,,,
157,,17790,791521,14252,20210507,18160,18406,17749,,,,,,,
158,,18324,1202131,21664,20210506,17420,18324,17420,,,,,,,
159,,17749,2596672,46979,20210504,19187,19392,17584,,,,,,,
160,,19187,3698783,75173,20210503,21077,21323,19063,,,,,,,
161,,21939,18608856,401421,20210430,20460,23008,19885,,,,,,,
162,,20049,2154657,42983,20210429,19885,20419,19639,,,,,,,
163,,20378,16998115,362228,20210428,19392,23213,18735,,,,,,,
164,,19187,616230,11891,20210427,19721,19721,19105,,,,,,,
165,,19556,1087988,21247,20210426,19762,19803,19269,,,,,,,
166,,19844,2579563,50324,20210423,18858,20091,18612,,,,,,,
167,,18858,1681710,31803,20210422,18406,19351,18406,,,,,,,
168,,18365,535285,9819,20210421,18283,18653,18160,,,,,,,
169,,18324,1811330,33074,20210420,18447,18694,17954,,,,,,,
170,,19228,1210252,23238,20210419,19351,19556,18858,,,,,,,
171,,19187,4778383,93467,20210416,18612,20584,18612,,,,,,,
172,,18529,1038104,19585,20210415,18776,19433,18529,,,,,,,
173,,18981,1246894,23392,20210414,18981,19146,18365,,,,,,,
