,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,053610,프로텍,12,500,55,11000,+3.81,+27700,-23700,2932,,+1.35,18270,25.64,1040,5.5,1.34,12.10,19847,865,154,111,+39000,-22500,24700,+27700,-24550,+32100,-17300,24700,-0,0,20210127,-31.67,20211201,+18.44,+26650,2,+1950,+7.89,463790,+581.34,원,6479,58.9
