회사명,종목코드,사업연도,결산월,업종,업종별배당율,주식배당,액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
3S,060310,2021,03,기계·장비,0.5,0,500,"45,211,895",0,0,0,0
3S,060310,2020,03,기계·장비,1.34,0,500,"44,802,511",0,0,0,0
AJ네트웍스,095570,2021,12,서비스업,0.43,0,1000,"46,822,295",0,0,0,0
AJ네트웍스,095570,2020,12,서비스업,0.68,0,1000,"46,822,295",210,0296.433,"9,832,681,950",4.600
AK홀딩스,006840,2021,12,금융업,2.61,0,5000,"13,247,561",0,0,0,0
AK홀딩스,006840,2020,12,금융업,3.56,0,5000,"13,247,561",400,01.963,"5,218,198,000",1.630
APS홀딩스,054620,2021,12,금융,1.34,0,500,"20,394,221",0,0,0,0
APS홀딩스,054620,2020,12,금융,1.04,0,500,"20,394,221",0,0,0,0
AP시스템,265520,2021,12,반도체,0.42,0,500,"15,281,421",0,0,0,0
AP시스템,265520,2020,12,반도체,0.47,0,500,"14,480,227",120,8.452,"2,108,917,920",0.500
AP위성,211270,2021,12,통신장비,0.28,0,500,"15,082,304",70,072.523 *,"987,042,070",0.900
AP위성,211270,2020,12,통신장비,0.28,0,500,"15,014,804",0,0,0,0
BGF,027410,2021,12,금융업,2.61,0,1000,"95,716,791",0,0,0,0
BGF,027410,2020,12,금융업,3.56,0,1000,"95,716,791",110,58.878,"10,527,964,370",2.200
BGF리테일,282330,2021,12,유통업,1.59,0,1000,"17,283,906",0,0,0,0
BGF리테일,282330,2020,12,유통업,1.53,0,1000,"17,283,906",2400,33.787,"41,460,036,000",1.700
BNGT,032790,2021,12,정보기기,0.73,0,500,"29,534,345",0,0,0,0
BNGT,032790,2020,12,정보기기,0.9,0,500,"19,828,799",0,0,0,0
BNK금융지주,138930,2021,12,금융업,2.61,0,5000,"325,935,246",0,0,0,0
BNK금융지주,138930,2020,12,금융업,3.56,0,5000,"325,935,246",320,18.455,"103,818,134,080",5.400
BYC,001460,2021,12,섬유의복,0.53,0,5000,"624,615",0,0,0,0
BYC,001460,2020,12,섬유의복,1.59,0,5000,"624,615",1100,5.078,"928,550,450",0.390
CBI,013720,2021,12,운송장비·부품,0.36,0,100,"52,809,535",0,0,0,0
CBI,013720,2020,12,운송장비·부품,0.36,0,500,"8,178,771",0,0,0,0
CJ,001040,2021,12,금융업,2.61,0,5000,"29,176,998",0,0,0,0
CJ,001040,2020,12,금융업,3.56,0,5000,"29,176,998",2000,32.928,"67,174,837,150",2.300
CJ CGV,079160,2021,12,서비스업,0.43,0,500,"37,953,412",0,0,0,0
CJ CGV,079160,2020,12,서비스업,0.68,0,500,"35,100,000",0,0,0,0
CJ ENM,035760,2021,12,방송서비스,0.89,0,5000,"21,929,154",0,0,0,0
CJ ENM,035760,2020,12,방송서비스,1.4,0,5000,"21,929,154",1600,50.537,"33,167,390,400",1.200
CJ대한통운,000120,2021,12,운수창고업,0.4,0,5000,"22,812,344",0,0,0,0
CJ대한통운,000120,2020,12,운수창고업,0.57,0,5000,"22,812,344",0,0,0,0
CJ씨푸드,011150,2021,12,음식료품,1.34,0,500,"35,930,773",0,0,0,0
CJ씨푸드,011150,2020,12,음식료품,1.16,0,500,"35,930,773",0,0,0,0
CJ제일제당,097950,2021,12,음식료품,1.34,0,5000,"15,054,186",0,0,0,0
CJ제일제당,097950,2020,12,음식료품,1.16,0,5000,"15,054,186",4000,8.158,"64,159,067,200",1.000
CJ프레시웨이,051500,2021,12,유통,0.36,0,1000,"11,871,586",0,0,0,0
CJ프레시웨이,051500,2020,12,유통,0.18,0,1000,"11,871,586",0,0,0,0
CMG제약,058820,2021,12,제약,0.3,0,500,"138,892,244",0,0,0,0
CMG제약,058820,2020,12,제약,0.2,0,500,"138,892,244",0,0,0,0
CNH,023460,2021,12,금융,1.34,0,2500,"37,200,000",0,0,0,0
CNH,023460,2020,12,금융,1.04,0,2500,"37,200,000",50,5.907,"1,739,069,050",2.200
CNT85,056730,2021,12,유통,0.36,0,500,"70,703,912",0,0,0,0
CNT85,056730,2020,12,유통,0.18,0,500,"70,703,912",0,0,0,0
COWON,056000,2021,12,디지털컨텐츠,0.1,0,500,"19,720,225",0,0,0,0
COWON,056000,2020,12,디지털컨텐츠,0.2,0,500,"19,720,225",0,0,0,0
CS,065770,2021,12,통신장비,0.28,0,500,"19,411,130",0,0,0,0
CS,065770,2020,12,통신장비,0.28,0,500,"18,835,150",0,0,0,0
CSA 코스믹,083660,2021,12,화학,0.41,0,500,"37,934,114",0,0,0,0
CSA 코스믹,083660,2020,12,화학,0.51,0,500,"37,072,045",0,0,0,0
CS홀딩스,000590,2021,12,금융업,2.61,0,5000,"1,154,482",0,0,0,0
CS홀딩스,000590,2020,12,금융업,3.56,0,5000,"1,154,482",500,4.847,"573,660,500",0.900
DB,012030,2021,12,서비스업,0.43,0,500,"201,173,933",0,0,0,0
DB,012030,2020,12,서비스업,0.68,0,500,"201,173,933",0,0,0,0
DB금융스팩8호,367340,2021,12,금융,1.34,0,100,"6,050,000",0,0,0,0
DB금융스팩8호,367340,2020,12,금융,1.04,0,100,"6,050,000",0,0,0,0
DB금융스팩9호,367360,2021,12,금융,1.34,0,100,"4,840,000",0,0,0,0
DB금융스팩9호,367360,2020,12,0,0,0,0,0,0,0,0,0
DB금융투자,016610,2021,12,증권,3.64,0,5000,"42,446,389",0,0,0,0
DB금융투자,016610,2020,12,증권,3.13,0,5000,"42,446,389",300,11.627,"12,428,666,700",6.200
DB손해보험,005830,2021,12,보험,3.28,0,500,"70,800,000",0,0,0,0
DB손해보험,005830,2020,12,보험,3.27,0,500,"70,800,000",2200,23.542,"132,095,631,800",4.900
DB하이텍,000990,2021,12,전기전자,2.7,0,5000,"44,398,588",0,0,0,0
DB하이텍,000990,2020,12,전기전자,1.4,0,5000,"44,398,588",350,9.160,"15,207,397,600",0.800
DGB금융지주,139130,2021,12,금융업,2.61,0,5000,"169,145,833",0,0,0,0
DGB금융지주,139130,2020,12,금융업,3.56,0,5000,"169,145,833",390,17.507,"65,966,874,480",5.400
DL,000210,2021,12,금융업,2.61,0,5000,"20,955,884",0,0,0,0
DL,000210,2020,12,건설업,1.86,0,5000,"34,800,000",1300,8.796,"50,370,000,000",1.500
DL건설,001880,2021,12,건설업,1.63,0,5000,"22,053,284",0,0,0,0
DL건설,001880,2020,12,건설업,1.86,0,5000,"22,053,284",550,12.141 *,"18,128,585,230",1.870
DL이앤씨,375500,2021,12,건설업,1.63,0,5000,"19,358,738",0,0,0,0
DL이앤씨,375500,2020,12,0,0,0,0,0,0,0,0,0
DMS,068790,2021,12,기계·장비,0.53,0,500,"24,573,061",0,0,0,0
DMS,068790,2020,12,기계·장비,0.53,0,500,"24,573,061",100,6.034,"2,443,926,400",1.200
DRB동일,004840,2021,12,화학,1.1,0,500,"19,930,000",0,0,0,0
DRB동일,004840,2020,12,금융업,3.56,0,500,"19,930,000",50,15.374,"963,618,200",0.700
DSC인베스트먼트,241520,2021,12,금융,1.34,0,500,"27,811,403",0,0,0,0
DSC인베스트먼트,241520,2020,12,금융,1.04,0,500,"18,538,829",0,0,0,0
DSR,155660,2021,12,철강금속,2.09,0,500,"16,000,000",0,0,0,0
DSR,155660,2020,12,철강금속,2.73,0,500,"16,000,000",50,8.913,"800,000,000",0.800
DSR제강,069730,2021,12,철강금속,2.09,0,500,"14,400,000",0,0,0,0
DSR제강,069730,2020,12,철강금속,2.73,0,500,"14,400,000",40,10.911 *,"576,000,000",0.830
E1,017940,2021,12,유통업,1.59,0,5000,"6,860,000",0,0,0,0
E1,017940,2020,12,유통업,1.53,0,5000,"6,860,000",2200,22.581,"12,719,852,200",4.800
EDGC,245620,2021,12,기타서비스,0.5,0,100,"83,692,876",0,0,0,0
EDGC,245620,2020,12,기타서비스,0.48,0,100,"42,914,524",0,0,0,0
EG,037370,2021,12,건설,1.48,0,1000,"8,287,477",0,0,0,0
EG,037370,2020,12,유통,0.18,0,1000,"7,500,000",0,0,0,0
EMB,278990,2021,12,0,0,0,500,"3,628,222",0,0,0,0
EMB,278990,2020,12,0,0,0,500,"3,624,222",0,0,0,0
EMW,079190,2021,12,통신장비,0.28,0,500,"31,784,197",0,0,0,0
EMW,079190,2020,12,통신장비,0.28,0,500,"31,784,197",0,0,0,0
ES큐브,050120,2021,12,유통,0.36,0,5000,"13,564,086",0,0,0,0
ES큐브,050120,2020,12,유통,0.18,0,500,"135,640,864",0,0,0,0
F&F,383220,2021,12,섬유의복,0.53,0,500,"7,661,415",0,0,0,0
F&F,383220,2020,12,0,0,0,0,0,0,0,0,0
F&F 홀딩스,007700,2021,12,금융업,2.61,0,500,"39,114,367",0,0,0,0
F&F 홀딩스,007700,2020,12,섬유의복,1.59,0,500,"15,400,000",1000,17.948,"15,320,104,000",1.200
FSN,214270,2021,12,출판·매체복제,0.32,0,500,"26,452,717",0,0,0,0
FSN,214270,2020,12,출판·매체복제,0.31,0,100,"100,876,216",0,0,0,0
GH신소재,130500,2021,12,섬유·의류,0.7,0,500,"14,545,052",0,0,0,0
GH신소재,130500,2020,12,섬유·의류,0.56,0,500,"11,000,000",0,0,0,0
GKL,114090,2021,12,서비스업,0.43,0,500,"61,855,670",0,0,0,0
GKL,114090,2020,12,서비스업,0.68,0,500,"61,855,670",0,0,0,0
GRT,900290,2021,06,0,0,0,0,"67,375,000",0,0,0,0
GRT,900290,2020,06,0,0,0,0,"67,375,000",0,0,0,0
GS,078930,2021,12,금융업,2.61,0,5000,"92,915,378",0,0,0,0
GS,078930,2020,12,금융업,3.56,0,5000,"92,915,378",1900,095.844,"179,971,808,700",5.100
GST,083450,2021,12,반도체,0.42,0,500,"9,317,745",0,0,0,0
GST,083450,2020,12,반도체,0.47,0,500,"9,317,745",150,8.554,"1,325,136,750",0.900
GS건설,006360,2021,12,건설업,1.63,0,5000,"85,581,490",0,0,0,0
GS건설,006360,2020,12,건설업,1.86,0,5000,"80,178,912",1200,29.125,"96,018,729,600",3.400
GS글로벌,001250,2021,12,유통업,1.59,0,2500,"82,533,764",0,0,0,0
GS글로벌,001250,2020,12,유통업,1.53,0,2500,"82,533,764",0,0,0,0
GS리테일,007070,2021,12,유통업,1.59,0,1000,"104,717,922",0,0,0,0
GS리테일,007070,2020,12,유통업,1.53,0,1000,"77,000,000",900,44.848,"69,300,000,000",2.600
HB솔루션,297890,2021,12,기계·장비,0.53,0,500,"16,690,289",0,0,0,0
HB솔루션,297890,2020,12,기계·장비,0.53,0,500,"7,109,450",0,0,0,0
HB테크놀러지,078150,2021,12,기계·장비,0.53,0,500,"78,990,426",0,0,0,0
HB테크놀러지,078150,2020,12,기계·장비,0.53,0,500,"78,990,426",20,184.409,"1,523,216,680",0.900
HDC,012630,2021,12,금융업,2.61,0,5000,"59,741,721",0,0,0,0
HDC,012630,2020,12,금융업,3.56,0,5000,"59,741,721",250,7.163,"13,705,516,250",2.300
HDC랩스,039570,2021,12,건설업,1.63,0,500,"25,957,601",0,0,0,0
HDC랩스,039570,2020,12,건설업,1.86,0,500,"16,460,000",400,38.508,"6,033,835,200",3.900
HDC현대EP,089470,2021,12,화학,1.1,0,500,"31,900,000",0,0,0,0
HDC현대EP,089470,2020,12,화학,0.94,0,500,"31,900,000",140,29.332,"4,046,000,000",2.200
HDC현대산업개발,294870,2021,12,건설업,1.63,0,5000,"65,907,330",0,0,0,0
HDC현대산업개발,294870,2020,12,건설업,1.86,0,5000,"65,907,330",600,17.955,"39,538,716,000",2.400
HK이노엔,195940,2021,12,제약,0.3,0,500,"28,904,499",0,0,0,0
HK이노엔,195940,2020,12,0,0,0,0,0,0,0,0,0
HMM,011200,2021,12,운수창고업,0.4,0,5000,"489,039,496",0,0,0,0
HMM,011200,2020,12,운수창고업,0.57,0,5000,"326,726,323",0,0,0,0
HRS,036640,2021,12,화학,0.41,0,500,"16,354,800",0,0,0,0
HRS,036640,2020,12,화학,0.51,0,500,"16,354,800",150,26.029,"2,397,264,750",3.100
HSD엔진,082740,2021,12,기계,0.76,0,1000,"46,721,246",0,0,0,0
HSD엔진,082740,2020,12,기계,1.23,0,1000,"32,947,142",0,0,0,0
IBKS제12호스팩,335870,2021,12,금융,1.34,0,100,"3,120,000",0,0,0,0
IBKS제12호스팩,335870,2020,12,금융,1.04,0,100,"3,120,000",0,0,0,0
IBKS제13호스팩,351340,2021,12,금융,1.34,0,100,"5,170,000",0,0,0,0
IBKS제13호스팩,351340,2020,12,금융,1.04,0,100,"5,170,000",0,0,0,0
IBKS제15호스팩,373200,2021,12,금융,1.34,0,100,"3,520,000",0,0,0,0
IBKS제15호스팩,373200,2020,12,0,0,0,0,0,0,0,0,0
IBKS제16호스팩,388790,2021,12,금융,1.34,0,100,"3,410,000",0,0,0,0
IBKS제16호스팩,388790,2020,12,0,0,0,0,0,0,0,0,0
ISC,095340,2021,12,반도체,0.42,0,500,"16,544,516",0,0,0,0
ISC,095340,2020,12,반도체,0.47,0,500,"14,142,508",150,37.883,"2,085,469,500",0.600
ITX0AI,099520,2021,12,통신장비,0.28,0,500,"29,301,683",0,0,0,0
ITX0AI,099520,2020,12,통신장비,0.28,0,500,"29,301,683",0,0,0,0
JB금융지주,175330,2021,12,금융업,2.61,0,5000,"196,982,894",0,0,0,0
JB금융지주,175330,2020,12,금융업,3.56,0,5000,"196,982,894",374,18.597,"72,684,684,050",6.300
JTC,950170,2021,02,0,0,0,0,"35,005,517",0,0,0,0
JTC,950170,2020,02,0,0,0,0,"35,005,517",35,07.168,"1,211,743,975",0.500
JW생명과학,234080,2021,12,의약품,0.12,0,2500,"15,834,554",0,0,0,0
JW생명과학,234080,2020,12,의약품,0.11,0,2500,"15,834,554",500,46.939,"7,917,277,000",2.410
JW신약,067290,2021,12,제약,0.3,0,500,"43,936,858",0,0,0,0
JW신약,067290,2020,12,제약,0.2,0,500,"41,667,166",0,0,0,0
JW중외제약,001060,2021,12,의약품,0.12,0,2500,"21,539,926",0,0,0,0
JW중외제약,001060,2020,12,의약품,0.11,0,2500,"20,920,054",325,046.805,"7,149,499,675",0.900
JW홀딩스,096760,2021,12,금융업,2.61,0,500,"68,441,182",0,0,0,0
JW홀딩스,096760,2020,12,금융업,3.56,0,500,"66,452,155",90,112.672,"5,967,083,790",1.530
JYP Ent.,035900,2021,12,오락·문화,0.04,0,500,"35,497,492",0,0,0,0
JYP Ent.,035900,2020,12,오락·문화,0.18,0,500,"35,497,492",154,17.241,"5,109,566,912",0.416
KBI메탈,024840,2021,12,금속,0.87,0,500,"32,950,848",0,0,0,0
KBI메탈,024840,2020,12,금속,0.99,0,500,"32,950,848",0,0,0,0
KB금융,105560,2021,12,금융업,2.61,0,5000,"415,807,920",0,0,0,0
KB금융,105560,2020,12,금융업,3.56,0,5000,"415,807,920",1770,19.692,"689,652,772,950",3.900
KB오토시스,024120,2021,12,운송장비·부품,0.36,0,500,"11,500,000",0,0,0,0
KB오토시스,024120,2020,12,운송장비·부품,0.36,0,500,"11,500,000",170,58.921,"1,955,000,000",2.300
KCC건설,021320,2021,12,건설,1.48,0,5000,"21,400,000",0,0,0,0
KCC건설,021320,2020,12,건설,1.65,0,5000,"21,400,000",180,9.635 *,"3,626,867,880",2.200
KCI,036670,2021,12,화학,0.41,0,500,"11,270,000",0,0,0,0
KCI,036670,2020,12,화학,0.51,0,500,"11,270,000",200,20.274 *,"2,152,040,000",2.000
KC그린홀딩스,009440,2021,12,금융업,2.61,0,500,"22,434,980",0,0,0,0
KC그린홀딩스,009440,2020,12,금융업,3.56,0,500,"22,434,980",40,01.121,"884,999,200",0.790
KC산업,112190,2021,12,0,0,0,500,"7,125,253",0,0,0,0
KC산업,112190,2020,12,0,0,0,500,"7,125,253",0,0,0,0
KC코트렐,119650,2021,12,기계,0.76,0,500,"17,600,000",0,0,0,0
KC코트렐,119650,2020,12,기계,1.23,0,500,"13,000,000",0,0,0,0
KD,044180,2021,12,건설,1.48,0,500,"23,281,243",0,0,0,0
KD,044180,2020,12,건설,1.65,0,500,"16,525,360",0,0,0,0
KEC,092220,2021,12,전기전자,2.7,0,500,"144,718,141",0,0,0,0
KEC,092220,2020,12,전기전자,1.4,0,500,"116,706,940",0,0,0,0
KG ETS,151860,2021,12,기타서비스,0.5,0,500,"36,000,000",0,0,0,0
KG ETS,151860,2020,12,기타서비스,0.48,0,500,"36,000,000",110,14.257,"3,802,294,980",1.800
KG동부제철,016380,2021,12,철강금속,2.09,0,5000,"100,008,897",0,0,0,0
KG동부제철,016380,2020,12,철강금속,2.73,0,5000,"100,008,897",100,14.961,"10,008,137,250",0.900
KG모빌리언스,046440,2021,12,소프트웨어,0.32,0,500,"38,825,568",0,0,0,0
KG모빌리언스,046440,2020,12,소프트웨어,0.56,0,500,"38,825,568",220,36.322,"8,162,664,840",2.200
KG이니시스,035600,2021,12,소프트웨어,0.32,0,500,"27,904,434",0,0,0,0
KG이니시스,035600,2020,12,소프트웨어,0.56,0,500,"27,904,434",350,17.585,"9,316,470,800",1.800
KG케미칼,001390,2021,12,화학,1.1,0,5000,"13,866,096",0,0,0,0
KG케미칼,001390,2020,12,화학,0.94,0,5000,"13,013,232",400,3.348,"5,177,387,600",1.700
KH E&T,226360,2021,12,건설,1.48,0,100,"71,353,755",0,0,0,0
KH E&T,226360,2020,12,건설,1.65,0,100,"52,516,983",0,0,0,0
KH 일렉트론,111870,2021,12,일반전기전자,0.23,0,500,"110,941,315",0,0,0,0
KH 일렉트론,111870,2020,12,일반전기전자,0.36,0,500,"96,521,825",0,0,0,0
KH 필룩스,033180,2021,12,전기전자,2.7,0,500,"136,730,264",0,0,0,0
KH 필룩스,033180,2020,12,전기전자,1.4,0,500,"90,043,128",0,0,0,0
KH바텍,060720,2021,12,IT부품,0.36,0,500,"23,677,442",0,0,0,0
KH바텍,060720,2020,12,IT부품,0.51,0,500,"23,673,903",0,0,0,0
KISCO홀딩스,001940,2021,12,철강금속,2.09,0,1000,"18,476,380",0,0,0,0
KISCO홀딩스,001940,2020,12,철강금속,2.73,0,1000,"18,476,380",300,12.334,"4,499,849,400",2.100
KMH,122450,2021,12,방송서비스,0.89,0,500,"45,335,964",0,0,0,0
KMH,122450,2020,12,방송서비스,1.4,0,500,"22,667,982",0,0,0,0
KMH하이텍,052900,2021,12,반도체,0.42,0,500,"51,628,046",0,0,0,0
KMH하이텍,052900,2020,12,반도체,0.47,0,500,"46,885,499",0,0,0,0
KNN,058400,2021,12,방송서비스,0.89,0,500,"132,429,720",0,0,0,0
KNN,058400,2020,12,방송서비스,1.4,0,500,"132,429,720",15,32.065,"1,986,445,800",0.690
KPX생명과학,114450,2021,12,제약,0.3,0,500,"15,000,000",0,0,0,0
KPX생명과학,114450,2020,12,제약,0.2,0,500,"15,000,000",0,0,0,0
KPX케미칼,025000,2021,12,화학,1.1,0,5000,"4,840,000",0,0,0,0
KPX케미칼,025000,2020,12,화학,0.94,0,5000,"4,840,000",2750,20.301,"13,076,857,750",4.800
KPX홀딩스,092230,2021,12,화학,1.1,0,5000,"4,224,646",0,0,0,0
KPX홀딩스,092230,2020,12,화학,0.94,0,5000,"4,224,646",3100,6.527,"12,666,277,600",4.900
KR모터스,000040,2021,12,운수장비,1.02,0,500,"96,137,368",0,0,0,0
KR모터스,000040,2020,12,운수장비,1.46,0,500,"91,661,018",0,0,0,0
KSS해운,044450,2021,12,운수창고업,0.4,0,500,"23,185,880",0,0,0,0
KSS해운,044450,2020,12,운수창고업,0.57,0,500,"23,185,880",300,51.320,"6,737,737,800",2.870
KTB투자증권,030210,2021,12,증권,3.64,0,5000,"60,314,092",0,0,0,0
KTB투자증권,030210,2020,12,증권,3.13,0,5000,"60,314,092",150,34.792,"26,430,656,899",4.600
KTcs,058850,2021,12,서비스업,0.43,0,500,"42,685,000",0,0,0,0
KTcs,058850,2020,12,서비스업,0.68,0,500,"42,685,000",80,28.663,"3,245,530,560",3.600
KTis,058860,2021,12,서비스업,0.43,0,500,"34,802,000",0,0,0,0
KTis,058860,2020,12,서비스업,0.68,0,500,"34,802,000",80,35.914 *,"2,652,962,320",3.120
KT서브마린,060370,2021,12,건설,1.48,0,1000,"21,900,000",0,0,0,0
KT서브마린,060370,2020,12,건설,1.65,0,1000,"21,900,000",30,51.514 *,"616,623,750",0.560
LF,093050,2021,12,섬유의복,0.53,0,5000,"29,240,000",0,0,0,0
LF,093050,2020,12,섬유의복,1.59,0,5000,"29,240,000",500,49.762,"14,230,000,000",3.400
LG,003550,2021,12,금융업,2.61,0,5000,"157,300,993",0,0,0,0
LG,003550,2020,12,금융업,3.56,0,5000,"172,557,131",2500,28.533,"439,593,415,850",3.000
LG디스플레이,034220,2021,12,전기전자,2.7,0,5000,"357,815,700",0,0,0,0
LG디스플레이,034220,2020,12,전기전자,1.4,0,5000,"357,815,700",0,0,0,0
LG생활건강,051900,2021,12,화학,1.1,0,5000,"15,618,197",0,0,0,0
LG생활건강,051900,2020,12,화학,0.94,0,5000,"15,618,197",11000,22.681,"184,421,296,950",0.700
LG유플러스,032640,2021,12,통신업,4.59,0,5000,"436,611,361",0,0,0,0
LG유플러스,032640,2020,12,통신업,3.81,0,5000,"436,611,361",450,41.098,"196,475,111,100",3.700
LG이노텍,011070,2021,12,전기전자,2.7,0,5000,"23,667,107",0,0,0,0
LG이노텍,011070,2020,12,전기전자,1.4,0,5000,"23,667,107",700,7.015,"16,565,154,900",0.400
LG전자,066570,2021,12,전기전자,2.7,0,5000,"163,647,814",0,0,0,0
LG전자,066570,2020,12,전기전자,1.4,0,5000,"163,647,814",1200,10.512,"216,938,190,600",1.100
LG헬로비전,037560,2021,12,서비스업,0.43,0,2500,"77,446,865",0,0,0,0
LG헬로비전,037560,2020,12,서비스업,0.68,0,2500,"77,446,865",75,01.857,"5,808,514,875",1.900
LG화학,051910,2021,12,화학,1.1,0,5000,"70,592,343",0,0,0,0
LG화학,051910,2020,12,화학,0.94,0,5000,"70,592,343",10000,114.064,"778,382,951,600",1.200
LIG넥스원,079550,2021,12,기계,0.76,0,5000,"22,000,000",0,0,0,0
LIG넥스원,079550,2020,12,기계,1.23,0,5000,"22,000,000",900,33.694,"19,503,000,000",3.000
LS,006260,2021,12,금융업,2.61,0,5000,"32,200,000",0,0,0,0
LS,006260,2020,12,금융업,3.56,0,5000,"32,200,000",1450,20.676,"40,262,252,950",2.000
LS네트웍스,000680,2021,12,유통업,1.59,0,5000,"78,803,016",0,0,0,0
LS네트웍스,000680,2020,12,유통업,1.53,0,5000,"78,803,016",0,0,0,0
LS전선아시아,229640,2021,12,금융업,2.61,0,500,"30,624,879",0,0,0,0
LS전선아시아,229640,2020,12,금융업,3.56,0,500,"30,624,879",200,72.987,"6,045,515,200",2.600
LX세미콘,108320,2021,12,반도체,0.42,0,500,"16,264,300",0,0,0,0
LX세미콘,108320,2020,12,반도체,0.47,0,500,"16,264,300",1350,30.273,"21,956,805,000",2.500
LX인터내셔널,001120,2021,12,유통업,1.59,0,5000,"38,760,000",0,0,0,0
LX인터내셔널,001120,2020,12,유통업,1.53,0,5000,"38,760,000",400,3.979,"14,387,170,400",1.600
LX하우시스,108670,2021,12,화학,1.1,0,5000,"8,967,670",0,0,0,0
LX하우시스,108670,2020,12,화학,0.94,0,5000,"8,967,670",300,03.832,"3,045,416,450",0.300
LX홀딩스,383800,2021,12,금융업,2.61,0,1000,"76,280,690",0,0,0,0
LX홀딩스,383800,2020,12,0,0,0,0,0,0,0,0,0
MH에탄올,023150,2021,12,음식료품,1.34,0,500,"7,378,526",0,0,0,0
MH에탄올,023150,2020,12,음식료품,1.16,0,500,"7,378,526",350,59.900,"2,277,984,100",4.100
NAVER,035420,2021,12,서비스업,0.43,0,100,"164,049,085",0,0,0,0
NAVER,035420,2020,12,서비스업,0.68,0,100,"164,263,395",402,7.015,"59,278,532,070",0.100
NEW,160550,2021,12,오락·문화,0.04,0,500,"27,906,106",0,0,0,0
NEW,160550,2020,12,오락·문화,0.18,0,500,"27,906,106",0,0,0,0
NE능률,053290,2021,12,출판·매체복제,0.32,0,500,"16,526,307",0,0,0,0
NE능률,053290,2020,12,출판·매체복제,0.31,0,500,"16,526,307",40,62.218 *,"604,758,920",1.400
NHN벅스,104200,2021,12,디지털컨텐츠,0.1,0,500,"14,827,550",0,0,0,0
NHN벅스,104200,2020,12,디지털컨텐츠,0.2,0,500,"14,827,550",0,0,0,0
NHN한국사이버결제,060250,2021,12,소프트웨어,0.32,0.12 / (2021012031),500,"36,016,415",0,0,0,0
NHN한국사이버결제,060250,2020,12,소프트웨어,0.56,0.07 / (2020012031),500,"22,971,393",0,0,0,0
NH투자증권,005940,2021,12,증권,3.64,0,5000,"297,033,887",0,0,0,0
NH투자증권,005940,2020,12,증권,3.13,0,5000,"281,408,887",700,36.517,"210,660,877,200",6.000
NICE,034310,2021,12,서비스업,0.43,0,500,"37,882,300",0,0,0,0
NICE,034310,2020,12,서비스업,0.68,0,500,"37,882,300",270,19.311,"10,220,981,760",1.500
NICE평가정보,030190,2021,12,기타서비스,0.5,0,500,"60,714,820",0,0,0,0
NICE평가정보,030190,2020,12,기타서비스,0.48,0,500,"60,714,820",275,34.849,"16,440,268,075",1.200
NI스틸,008260,2021,12,철강금속,2.09,0,500,"28,600,117",0,0,0,0
NI스틸,008260,2020,12,철강금속,2.73,0,500,"28,600,117",50,11.785 *,"1,430,005,850",1.970
OCI,010060,2021,12,화학,1.1,0,5000,"23,849,371",0,0,0,0
OCI,010060,2020,12,화학,0.94,0,5000,"23,849,371",0,0,0,0
OQP,078590,2021,12,운송장비·부품,0.36,0,200,"83,006,958",0,0,0,0
OQP,078590,2020,12,운송장비·부품,0.36,0,200,"78,724,637",0,0,0,0
PI첨단소재,178920,2021,12,화학,1.1,0,500,"29,366,322",0,0,0,0
PI첨단소재,178920,2020,12,화학,0.51,0,500,"29,366,322",711,50.042 *,"20,879,454,942",2.000
PN풍년,024940,2021,12,금속,0.87,0,500,"10,000,000",0,0,0,0
PN풍년,024940,2020,12,금속,0.99,0,500,"10,000,000",25,9.626,"222,467,000",0.600
RFHIC,218410,2021,12,일반전기전자,0.23,0,500,"26,664,397",0,0,0,0
RFHIC,218410,2020,12,일반전기전자,0.36,0,500,"23,847,620",100,150.798,"2,369,034,500",0.230
RF머트리얼즈,327260,2021,12,기타제조,0.64,0,500,"4,023,849",0,0,0,0
RF머트리얼즈,327260,2020,12,기타제조,0.72,0,500,"3,596,588",0,0,0,0
S&K폴리텍,091340,2021,12,IT부품,0.36,0,500,"11,703,721",0,0,0,0
S&K폴리텍,091340,2020,12,IT부품,0.51,0,500,"11,703,721",250,033.493,"2,802,320,750",5.000
S0Oil,010950,2021,12,화학,1.1,0,2500,"112,582,792",0,0,0,0
S0Oil,010950,2020,12,화학,0.94,0,2500,"112,582,792",0,00.012,"95,946,175",0.000
SBI인베스트먼트,019550,2021,12,금융,1.34,0,500,"162,066,575",0,0,0,0
SBI인베스트먼트,019550,2020,12,금융,1.04,0,500,"162,066,575",0,0,0,0
SBI핀테크솔루션즈,950110,2021,03,0,0,0,0,"24,048,040",174,50.731,"4,013,800,820",2.000
SBI핀테크솔루션즈,950110,2020,03,0,0,0,0,"24,656,540",195,48.469,"4,483,881,720",3.100
SBS,034120,2021,12,서비스업,0.43,0,5000,"18,252,582",0,0,0,0
SBS,034120,2020,12,서비스업,0.68,0,5000,"18,252,582",0,0,0,0
SBS미디어홀딩스,101060,2021,12,서비스업,0.43,0,500,"139,896,190",0,0,0,0
SBS미디어홀딩스,101060,2020,12,서비스업,0.68,0,500,"139,896,190",0,0,0,0
SBS콘텐츠허브,046140,2021,12,오락·문화,0.04,0,500,"21,463,555",0,0,0,0
SBS콘텐츠허브,046140,2020,12,오락·문화,0.18,0,500,"21,463,555",0,0,0,0
