회사명,종목코드,사업연도,결산월,업종,업종별배당율,주식배당,액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
모바일어플라이언스,087260,2020,12,소프트웨어,0.56,0,500,"32,462,446",0,0,0,0
모베이스,101330,2021,12,IT부품,0.36,0,500,"23,958,188",0,0,0,0
모베이스,101330,2020,12,IT부품,0.51,0,500,"23,958,188",0,0,0,0
모베이스전자,012860,2021,12,운송장비·부품,0.36,0,500,"65,803,117",0,0,0,0
모베이스전자,012860,2020,12,운송장비·부품,0.36,0,500,"54,476,780",0,0,0,0
모비릭스,348030,2021,12,디지털컨텐츠,0.1,0,100,"9,304,000",0,0,0,0
모비릭스,348030,2020,12,0,0,0,0,0,0,0,0,0
모비스,250060,2021,12,소프트웨어,0.32,0,100,"32,171,314",0,0,0,0
모비스,250060,2020,12,소프트웨어,0.56,0,100,"32,171,314",0,0,0,0
모아텍,033200,2021,03,IT부품,0.49,0,500,"14,331,185",0,0,0,0
모아텍,033200,2020,03,IT부품,0.85,0,500,"14,331,185",0,0,0,0
모토닉,009680,2021,12,운수장비,1.02,0,500,"33,000,000",0,0,0,0
모토닉,009680,2020,12,운수장비,1.46,0,500,"33,000,000",400,58.816,"8,739,432,400",3.500
모트렉스,118990,2021,12,운송장비·부품,0.36,0,100,"40,788,772",0,0,0,0
모트렉스,118990,2020,12,운송장비·부품,0.36,0,100,"39,001,039",0,0,0,0
모헨즈,006920,2021,12,비금속,0.88,0,500,"10,920,000",0,0,0,0
모헨즈,006920,2020,12,비금속,0.84,0,500,"10,920,000",0,0,0,0
무림P&P,009580,2021,12,종이목재,1.49,0,2500,"62,368,324",0,0,0,0
무림P&P,009580,2020,12,종이목재,1.96,0,2500,"62,368,324",125,0103.006,"7,795,472,250",3.500
무림SP,001810,2021,12,종이·목재,0.2,0,500,"22,137,500",0,0,0,0
무림SP,001810,2020,12,종이·목재,0.4,0,500,"22,137,500",25,30.781,"553,437,500",0.800
무림페이퍼,009200,2021,12,종이목재,1.49,0,2500,"41,609,310",0,0,0,0
무림페이퍼,009200,2020,12,종이목재,1.96,0,2500,"41,609,310",50,05.497,"2,080,465,500",1.800
무진메디,322970,2021,12,0,0,0,500,"6,796,378",0,0,0,0
무진메디,322970,2020,12,0,0,0,500,"6,743,378",0,0,0,0
무학,033920,2021,12,음식료품,1.34,0,200,"28,500,000",0,0,0,0
무학,033920,2020,12,음식료품,1.16,0,200,"28,500,000",150,30.778,"4,078,030,200",2.140
문배철강,008420,2021,12,철강금속,2.09,0,500,"20,503,505",0,0,0,0
문배철강,008420,2020,12,철강금속,2.73,0,500,"20,503,505",50,11.376 *,"979,719,300",1.490
미디어젠,279600,2021,12,소프트웨어,0.32,0,500,"4,684,781",0,0,0,0
미디어젠,279600,2020,12,소프트웨어,0.56,0,500,"4,638,281",0,0,0,0
미래나노텍,095500,2021,12,IT부품,0.36,0,500,"29,572,671",0,0,0,0
미래나노텍,095500,2020,12,IT부품,0.51,0,500,"24,815,084",0,0,0,0
미래산업,025560,2021,12,의료정밀,0.79,0,500,"4,452,007",0,0,0,0
미래산업,025560,2020,12,의료정밀,0.6,0,100,"16,864,368",0,0,0,0
미래생명자원,218150,2021,12,음식료·담배,0.86,0,100,"18,671,428",0,0,0,0
미래생명자원,218150,2020,12,음식료·담배,0.82,0,100,"18,671,428",0,0,0,0
미래아이앤지,007120,2021,12,서비스업,0.43,0,100,"129,484,148",0,0,0,0
미래아이앤지,007120,2020,12,서비스업,0.68,0,100,"129,484,148",0,0,0,0
미래에셋대우스팩 5호,353490,2021,12,금융,1.34,0,100,"5,060,000",0,0,0,0
미래에셋대우스팩 5호,353490,2020,12,금융,1.04,0,100,"5,060,000",0,0,0,0
미래에셋대우스팩3호,328380,2021,12,금융,1.34,0,100,"6,482,000",0,0,0,0
미래에셋대우스팩3호,328380,2020,12,금융,1.04,0,100,"6,482,000",0,0,0,0
미래에셋벤처투자,100790,2021,12,금융,1.34,0.05 / (2021012031),1000,"46,195,823",0,0,0,0
미래에셋벤처투자,100790,2020,12,금융,1.04,0,1000,"46,000,823",155,22.298,"7,130,127,565",3.000
미래에셋생명,085620,2021,12,보험,3.28,0,5000,"177,016,189",0,0,0,0
미래에셋생명,085620,2020,12,보험,3.27,0,5000,"177,016,189",100,35.538,"28,347,600,200",2.500
미래에셋증권,006800,2021,12,증권,3.64,0,5000,"635,316,408",0,0,0,0
미래에셋증권,006800,2020,12,증권,3.13,0,5000,"645,316,408",200,15.596,"130,124,380,600",2.100
미래엔에듀파트너,208890,2021,12,0,0,0,1000,"3,150,820",0,0,0,0
미래엔에듀파트너,208890,2020,12,0,0,0,1000,"3,150,820",0,0,0,0
미래컴퍼니,049950,2021,12,기계·장비,0.53,0.03 / (2021012031),500,"8,362,306",0,0,0,0
미래컴퍼니,049950,2020,12,기계·장비,0.53,0,500,"8,362,306",0,0,0,0
미스터블루,207760,2021,12,디지털컨텐츠,0.1,0,100,"24,761,635",0,0,0,0
미스터블루,207760,2020,12,디지털컨텐츠,0.2,0,100,"24,746,635",35,6.917,"847,085,400",0.330
미애부,225850,2021,12,0,0,0,500,"4,998,499",0,0,0,0
미애부,225850,2020,12,0,0,0,500,"3,332,333",0,0,0,0
미원상사,002840,2021,12,화학,1.1,0,500,"4,970,000",0,0,0,0
미원상사,002840,2020,12,화학,0.94,0,500,"4,970,000",700,2.396,"1,242,500,000",0.620
미원에스씨,268280,2021,12,화학,1.1,0,500,"5,100,000",0,0,0,0
미원에스씨,268280,2020,12,화학,0.94,0,500,"5,100,000",1700,24.837,"8,610,000,000",1.660
미원홀딩스,107590,2021,12,금융업,2.61,0,500,"2,320,000",0,0,0,0
미원홀딩스,107590,2020,12,금융업,3.56,0,500,"2,320,000",500,4.900,"1,159,999,500",0.660
미원화학,134380,2021,12,화학,1.1,0,1000,"2,199,268",0,0,0,0
미원화학,134380,2020,12,화학,0.94,0,1000,"2,199,268",2500,22.182 *,"3,055,965,000",4.040
미창석유공업,003650,2021,12,화학,1.1,0,5000,"1,739,672",2100,16.145,"3,177,255,900",3.000
미창석유공업,003650,2020,12,화학,0.94,0,5000,"1,739,672",0,0,0,0
미코,059090,2021,12,반도체,0.42,0,500,"33,416,778",0,0,0,0
미코,059090,2020,12,반도체,0.47,0,500,"31,316,603",0,0,0,0
미코바이오메드,214610,2021,12,의료·정밀기기,0.32,0,500,"18,296,767",0,0,0,0
미코바이오메드,214610,2020,12,의료·정밀기기,0.36,0,500,"18,151,744",0,0,0,0
미투온,201490,2021,12,디지털컨텐츠,0.1,0,500,"31,257,770",0,0,0,0
미투온,201490,2020,12,디지털컨텐츠,0.2,0,500,"31,257,770",65,6.905,"2,031,755,050",1.100
미투젠,950190,2021,12,0,0,0,0,"13,579,892",0,0,0,0
미투젠,950190,2020,12,0,0,0,0,"12,889,592",1152,40.000,"15,493,356,182",4.200
민앤지,214180,2021,12,소프트웨어,0.32,0,500,"13,257,185",0,0,0,0
민앤지,214180,2020,12,소프트웨어,0.56,0,500,"12,362,476",340,14.098,"4,134,239,860",2.000
바디텍메드,206640,2021,12,제약,0.3,0,1000,"23,486,560",0,0,0,0
바디텍메드,206640,2020,12,제약,0.2,0,1000,"23,486,560",200,9.539,"4,608,504,200",0.800
바른손,018700,2021,12,유통,0.36,0,1000,"31,376,241",0,0,0,0
바른손,018700,2020,12,오락·문화,0.18,0,1000,"29,471,487",0,0,0,0
바른손이앤에이,035620,2021,12,오락·문화,0.04,0,500,"73,488,503",0,0,0,0
바른손이앤에이,035620,2020,12,오락·문화,0.18,0,500,"73,488,503",0,0,0,0
바른전자,064520,2021,12,반도체,0.42,0,500,"83,686,477",0,0,0,0
바른전자,064520,2020,12,반도체,0.47,0,500,"73,686,477",0,0,0,0
바이넥스,053030,2021,12,제약,0.3,0,500,"31,761,048",0,0,0,0
바이넥스,053030,2020,12,제약,0.2,0,500,"31,751,048",0,0,0,0
바이브컴퍼니,301300,2021,12,소프트웨어,0.32,0,500,"5,394,170",0,0,0,0
바이브컴퍼니,301300,2020,12,소프트웨어,0.56,0,500,"5,394,170",0,0,0,0
바이오니아,064550,2021,12,제약,0.3,0,500,"25,810,291",0,0,0,0
바이오니아,064550,2020,12,제약,0.2,0,500,"25,132,038",0,0,0,0
바이오다인,314930,2021,12,의료·정밀기기,0.32,0,500,"6,168,195",0,0,0,0
바이오다인,314930,2020,12,0,0,0,0,0,0,0,0,0
바이오로그디바이스,208710,2021,12,IT부품,0.36,0,100,"41,431,412",0,0,0,0
바이오로그디바이스,208710,2020,12,IT부품,0.51,0,100,"28,870,357",0,0,0,0
바이오리더스,142760,2021,12,기타서비스,0.5,0,500,"28,658,272",0,0,0,0
바이오리더스,142760,2020,12,기타서비스,0.48,0,500,"27,412,216",0,0,0,0
바이오솔루션,086820,2021,12,제약,0.3,0,500,"8,108,426",0,0,0,0
바이오솔루션,086820,2020,12,제약,0.2,0,500,"8,091,426",0,0,0,0
바이오스마트,038460,2021,12,정보기기,0.73,0,500,"20,087,800",0,0,0,0
바이오스마트,038460,2020,12,정보기기,0.9,0,500,"20,087,800",0,0,0,0
바이오시네틱스,281310,2021,12,0,0,0,500,"2,650,890",0,0,0,0
바이오시네틱스,281310,2020,12,0,0,0,500,"2,634,890",0,0,0,0
바이오인프라생명과학,266470,2021,12,0,0,0,500,"14,106,847",0,0,0,0
바이오인프라생명과학,266470,2020,12,0,0,0,500,"14,106,847",0,0,0,0
바이오톡스텍,086040,2021,12,기타서비스,0.5,0,500,"14,667,123",0,0,0,0
바이오톡스텍,086040,2020,12,기타서비스,0.48,0,500,"14,625,123",0,0,0,0
바이오프로테크,199290,2021,12,0,0,0,500,"4,886,800",0,0,0,0
바이오프로테크,199290,2020,12,0,0,0,500,"3,266,800",0,0,0,0
바이오플러스,099430,2021,12,제약,0.3,0,500,"14,363,528",0,0,0,0
바이오플러스,099430,2020,12,0,0,0,0,0,0,0,0,0
바이온,032980,2021,12,유통,0.36,0,500,"66,900,777",0,0,0,0
바이온,032980,2020,12,유통,0.18,0,500,"62,785,551",0,0,0,0
바이옵트로,222160,2021,03,0,0,0,500,"5,637,326",0,0,0,0
바이옵트로,222160,2020,03,0,0,0,500,"5,637,326",0,0,0,0
바이젠셀,308080,2021,12,제약,0.3,0,500,"9,442,220",0,0,0,0
바이젠셀,308080,2020,12,0,0,0,0,0,0,0,0,0
바텍,043150,2021,12,의료·정밀기기,0.32,0,500,"14,854,256",0,0,0,0
바텍,043150,2020,12,의료·정밀기기,0.36,0,500,"14,854,256",100,06.815,"1,485,425,600",0.450
박셀바이오,323990,2021,12,기타서비스,0.5,0,500,"15,223,000",0,0,0,0
박셀바이오,323990,2020,12,기타서비스,0.48,0,500,"7,523,000",0,0,0,0
방림,003610,2021,09,섬유의복,0.66,0,500,"42,314,090",45,23.383,"1,740,647,655",1.700
방림,003610,2020,09,섬유의복,1.65,0,500,"42,314,090",35,26.473,"1,353,837,065",1.800
배럴,267790,2021,12,섬유·의류,0.7,0,500,"7,885,500",0,0,0,0
배럴,267790,2020,12,섬유·의류,0.56,0,500,"7,885,500",0,0,0,0
백광산업,001340,2021,12,화학,1.1,0,500,"44,918,407",0,0,0,0
백광산업,001340,2020,12,화학,0.94,0,500,"44,918,407",50,21.759,"2,207,455,350",1.500
백금T&A,046310,2021,12,통신장비,0.28,0,500,"16,418,641",0,0,0,0
백금T&A,046310,2020,12,통신장비,0.28,0,500,"16,418,641",0,0,0,0
백산,035150,2021,12,화학,1.1,0,500,"24,200,000",0,0,0,0
백산,035150,2020,12,화학,0.94,0,500,"24,200,000",100,014.395,"2,365,556,100",2.000
버킷스튜디오,066410,2021,12,디지털컨텐츠,0.1,0,500,"54,578,911",0,0,0,0
버킷스튜디오,066410,2020,12,디지털컨텐츠,0.2,0,500,"34,941,142",0,0,0,0
범양건영,002410,2021,12,건설업,1.63,0,1000,"24,831,982",0,0,0,0
범양건영,002410,2020,12,건설업,1.86,0,1000,"24,831,982",0,0,0,0
베노홀딩스,206400,2021,12,소프트웨어,0.32,0,500,"27,292,197",0,0,0,0
베노홀딩스,206400,2020,12,소프트웨어,0.56,0,500,"22,073,879",0,0,0,0
베뉴지,019010,2021,12,유통,0.36,0,500,"48,200,000",0,0,0,0
베뉴지,019010,2020,12,유통,0.18,0,500,"48,200,000",30,11.830,"1,206,000,000",1.700
베른,322190,2021,12,0,0,0,100,"8,925,197",0,0,0,0
베른,322190,2020,12,0,0,0,100,"7,505,197",0,0,0,0
베셀,177350,2021,12,반도체,0.42,0,500,"11,630,420",0,0,0,0
베셀,177350,2020,12,반도체,0.47,0,500,"11,192,368",0,0,0,0
베스파,299910,2021,12,디지털컨텐츠,0.1,0,500,"8,206,916",0,0,0,0
베스파,299910,2020,12,디지털컨텐츠,0.2,0,500,"8,071,688",0,0,0,0
벽산,007210,2021,12,비금속광물,1.8,0,500,"68,560,000",0,0,0,0
벽산,007210,2020,12,비금속광물,2.01,0,500,"68,560,000",7,31.186,"396,685,821",0.300
보광산업,225530,2021,12,비금속,0.88,0,500,"36,338,727",0,0,0,0
보광산업,225530,2020,12,비금속,0.84,0,500,"36,338,727",100,42.342,"3,633,805,100",1.800
보라티알,250000,2021,12,유통,0.36,0,500,"6,750,733",0,0,0,0
보라티알,250000,2020,12,유통,0.18,0,500,"6,750,733",150,64.673,"982,380,900",0.900
보락,002760,2021,12,화학,1.1,0,200,"59,900,000",0,0,0,0
보락,002760,2020,12,화학,0.94,0,200,"59,900,000",4,60.658 *,"239,600,000",0.160
보령제약,003850,2021,12,의약품,0.12,0,500,"68,690,000",0,0,0,0
보령제약,003850,2020,12,의약품,0.11,0,500,"47,620,000",100,16.795,"4,511,096,700",0.500
보성파워텍,006910,2021,12,금속,0.87,0,500,"49,129,824",0,0,0,0
보성파워텍,006910,2020,12,금속,0.99,0,500,"46,073,059",0,0,0,0
보해양조,000890,2021,12,음식료품,1.34,0,500,"138,014,479",0,0,0,0
보해양조,000890,2020,12,음식료품,1.16,0,500,"127,449,373",0,0,0,0
본느,226340,2021,12,화학,0.41,0,100,"30,699,596",0,0,0,0
본느,226340,2020,12,화학,0.51,0,100,"30,699,596",0,0,0,0
볼빅,206950,2021,12,0,0,0,500,"4,183,333",0,0,0,0
볼빅,206950,2020,12,0,0,0,500,"4,183,333",0,0,0,0
부광약품,003000,2021,12,의약품,0.12,0,500,"71,063,049",0,0,0,0
부광약품,003000,2020,12,의약품,0.11,0.1 / (2020012031),500,"64,837,978",100,061.604,"6,225,071,200",0.300
부국증권,001270,2021,12,증권,3.64,0,5000,"10,369,886",0,0,0,0
부국증권,001270,2020,12,증권,3.13,0,5000,"10,369,886",1200,17.888,"10,831,521,400",5.300
부국철강,026940,2021,12,철강금속,2.09,0,500,"20,000,000",0,0,0,0
부국철강,026940,2020,12,철강금속,2.73,0,500,"20,000,000",75,185.874 *,"1,500,000,000",1.700
부방,014470,2021,12,금융,1.34,0,500,"60,052,260",0,0,0,0
부방,014470,2020,12,금융,1.04,0,500,"60,052,260",0,0,0,0
부산도시가스,015350,2021,12,전기가스업,4.22,0,5000,"11,000,000",0,0,0,0
부산도시가스,015350,2020,12,전기가스업,0.35,0,5000,"11,000,000",1000,5.576 *,"10,001,000,000",1.900
부산산업,011390,2021,12,비금속광물,1.8,0,5000,"1,056,000",0,0,0,0
부산산업,011390,2020,12,비금속광물,2.01,0,5000,"1,056,000",250,6.400,"264,000,000",0.200
부산주공,005030,2021,12,운수장비,1.02,0,500,"65,973,604",0,0,0,0
부산주공,005030,2020,12,운수장비,1.46,0,500,"56,849,517",0,0,0,0
부스타,008470,2021,12,금속,0.87,0,500,"8,404,800",0,0,0,0
부스타,008470,2020,12,금속,0.99,0,500,"8,404,800",120,17.779 *,"969,817,320",2.230
뷰노,338220,2021,12,소프트웨어,0.32,0,100,"11,208,656",0,0,0,0
뷰노,338220,2020,12,0,0,0,0,0,0,0,0,0
뷰웍스,100120,2021,12,의료·정밀기기,0.32,0,500,"10,001,865",0,0,0,0
뷰웍스,100120,2020,12,의료·정밀기기,0.36,0,500,"10,001,865",450,18.520,"4,251,910,050",1.500
브랜드엑스코퍼레이션,337930,2021,12,인터넷,0.89,0,500,"29,572,416",0,0,0,0
브랜드엑스코퍼레이션,337930,2020,12,인터넷,0.69,0,500,"19,062,968",110,29.603,"2,069,867,250",1.040
브레인즈컴퍼니,099390,2021,12,소프트웨어,0.32,0,500,"4,108,796",0,0,0,0
브레인즈컴퍼니,099390,2020,12,0,0,0,0,0,0,0,0,0
브리지텍,064480,2021,12,컴퓨터서비스,0.55,0,500,"11,952,500",0,0,0,0
브리지텍,064480,2020,12,컴퓨터서비스,1.1,0,500,"11,952,500",100,132.857 *,"1,150,545,400",2.600
브릿지바이오,288330,2021,12,제약,0.3,0,500,"19,707,425",0,0,0,0
브릿지바이오,288330,2020,12,제약,0.2,0,500,"19,181,174",0,0,0,0
브이원텍,251630,2021,12,기계·장비,0.53,0,500,"15,050,580",0,0,0,0
브이원텍,251630,2020,12,기계·장비,0.53,0,500,"15,050,580",100,26.057,"1,437,033,900",1.000
브이티지엠피,018290,2021,12,일반전기전자,0.23,0,500,"34,483,893",0,0,0,0
브이티지엠피,018290,2020,12,일반전기전자,0.36,0,500,"34,159,521",0,0,0,0
블루베리 NFT,044480,2021,12,화학,0.41,0,500,"32,343,981",0,0,0,0
블루베리 NFT,044480,2020,12,화학,0.51,0,500,"16,474,976",0,0,0,0
블루콤,033560,2021,12,IT부품,0.36,0,500,"17,100,000",0,0,0,0
블루콤,033560,2020,12,IT부품,0.51,0,500,"18,088,047",0,0,0,0
블루탑,191600,2021,12,0,0,0,500,"2,850,000",0,0,0,0
블루탑,191600,2020,12,0,0,0,500,"2,850,000",0,0,0,0
블리츠웨이,369370,2021,12,기타제조,0.64,0,100,"35,615,566",0,0,0,0
블리츠웨이,369370,2020,12,금융,1.04,0,100,"4,210,000",0,0,0,0
비나텍,126340,2021,12,IT부품,0.36,0.05 / (2021012031),500,"5,213,207",0,0,0,0
비나텍,126340,2020,12,IT부품,0.51,0.05 / (2020012031),500,"4,901,300",0,0,0,0
비덴트,121800,2021,12,통신장비,0.28,0,500,"45,673,805",0,0,0,0
비덴트,121800,2020,12,통신장비,0.28,0,500,"45,502,014",0,0,0,0
비디아이,148140,2021,12,기계·장비,0.53,0,500,"32,251,424",0,0,0,0
비디아이,148140,2020,12,기계·장비,0.53,0,500,"20,379,605",0,0,0,0
비보존 헬스케어,082800,2021,12,반도체,0.42,0,500,"169,906,834",0,0,0,0
비보존 헬스케어,082800,2020,12,반도체,0.47,0,500,"140,651,093",0,0,0,0
비비씨,318410,2021,12,기타제조,0.64,0,500,"5,555,243",0,0,0,0
비비씨,318410,2020,12,기타제조,0.72,0,500,"5,403,683",0,0,0,0
비비안,002070,2021,12,섬유의복,0.53,0,500,"29,793,990",0,0,0,0
비비안,002070,2020,12,섬유의복,1.59,0,500,"26,735,890",0,0,0,0
비상교육,100220,2021,12,서비스업,0.43,0,500,"12,996,741",0,0,0,0
비상교육,100220,2020,12,서비스업,0.68,0,500,"12,996,741",150,012.330,"1,837,727,250",2.300
비씨월드제약,200780,2021,12,제약,0.3,0,200,"8,892,384",0,0,0,0
비씨월드제약,200780,2020,12,제약,0.2,0,200,"8,892,384",100,0.000,"853,856,500",0.400
비아트론,141000,2021,12,반도체,0.42,0,500,"12,114,710",0,0,0,0
비아트론,141000,2020,12,반도체,0.47,0,500,"12,114,710",100,8.056,"1,183,329,000",0.900
비에이치,090460,2021,12,IT부품,0.36,0,500,"33,810,072",0,0,0,0
비에이치,090460,2020,12,IT부품,0.51,0,500,"33,472,688",250,29.809,"7,721,550,000",1.200
비에이치아이,083650,2021,12,기계·장비,0.53,0,500,"26,000,000",0,0,0,0
비에이치아이,083650,2020,12,기계·장비,0.53,0,500,"26,000,000",0,0,0,0
비엔디생활건강,215050,2021,12,0,0,0,100,"2,121,666",0,0,0,0
비엔디생활건강,215050,2020,12,0,0,0,100,"2,121,666",0,0,0,0
비엠티,086670,2021,12,기계·장비,0.53,0,500,"8,146,529",0,0,0,0
비엠티,086670,2020,12,기계·장비,0.53,0,500,"8,146,529",150,30.511,"1,221,979,350",1.400
비올,335890,2021,12,의료·정밀기기,0.32,0,100,"57,223,739",0,0,0,0
비올,335890,2020,12,금융,1.04,0,100,"54,740,000",0,0,0,0
비즈니스온,138580,2021,12,소프트웨어,0.32,0,500,"22,556,163",0,0,0,0
비즈니스온,138580,2020,12,소프트웨어,0.56,0,500,"11,376,440",300,110.590,"3,360,824,100",1.800
비츠로셀,082920,2021,12,IT부품,0.36,0,500,"21,539,152",0,0,0,0
비츠로셀,082920,2020,12,IT부품,0.51,0,500,"21,539,152",120,18.294,"2,584,698,240",0.700
비츠로시스,054220,2021,03,일반전기전자,0.38,0,500,"21,559,978",0,0,0,0
비츠로시스,054220,2020,03,일반전기전자,0.53,0,500,"52,295,547",0,0,0,0
비츠로테크,042370,2021,12,금융,1.34,0,500,"26,200,025",0,0,0,0
비츠로테크,042370,2020,12,금융,1.04,0,500,"22,353,873",50,4.206,"1,165,770,550",0.500
비케이탑스,030790,2021,12,서비스업,0.43,0,500,"15,097,060",0,0,0,0
비케이탑스,030790,2020,12,서비스업,0.68,0,500,"13,071,541",0,0,0,0
비투엔,307870,2021,12,소프트웨어,0.32,0,100,"30,181,200",0,0,0,0
비투엔,307870,2020,12,금융,1.04,0,100,"4,750,000",0,0,0,0
비트나인,357880,2021,12,소프트웨어,0.32,0,500,"10,353,956",0,0,0,0
비트나인,357880,2020,12,0,0,0,0,0,0,0,0,0
비트컴퓨터,032850,2021,12,소프트웨어,0.32,0,500,"16,623,293",0,0,0,0
비트컴퓨터,032850,2020,12,소프트웨어,0.56,0,500,"16,623,293",61,15.497,"1,003,246,992",0.500
비플라이소프트,148780,2021,12,0,0,0,500,"5,249,318",0,0,0,0
비플라이소프트,148780,2020,12,0,0,0,500,"4,745,720",0,0,0,0
비피도,238200,2021,12,음식료·담배,0.86,0,500,"8,180,000",0,0,0,0
비피도,238200,2020,12,음식료·담배,0.82,0,500,"4,090,000",0,0,0,0
빅솔론,093190,2021,12,정보기기,0.73,0,500,"19,238,905",0,0,0,0
빅솔론,093190,2020,12,정보기기,0.9,0,500,"19,238,905",150,43.994,"2,458,829,700",3.300
빅텍,065450,2021,12,의료·정밀기기,0.32,0,200,"28,652,800",0,0,0,0
빅텍,065450,2020,12,의료·정밀기기,0.36,0,200,"28,652,800",0,0,0,0
빅텐츠,210120,2021,12,0,0,0,500,"1,895,000",0,0,0,0
빅텐츠,210120,2020,12,0,0,0,500,"1,895,000",0,0,0,0
빙그레,005180,2021,12,음식료품,1.34,0,5000,"9,851,241",0,0,0,0
빙그레,005180,2020,12,음식료품,1.16,0,5000,"9,851,241",1600,40.563,"14,146,881,600",2.900
빛샘전자,072950,2021,12,반도체,0.42,0,500,"6,230,859",0,0,0,0
빛샘전자,072950,2020,12,반도체,0.47,0,500,"6,000,000",290,157.401,"1,665,307,470",4.800
뿌리깊은나무들,266170,2021,12,0,0,0,500,"5,823,036",0,0,0,0
뿌리깊은나무들,266170,2020,12,0,0,0,500,"5,603,977",0,0,0,0
사람인에이치알,143240,2021,12,인터넷,0.89,0,500,"11,659,263",0,0,0,0
사람인에이치알,143240,2020,12,인터넷,0.69,0,500,"11,659,263",600,30.672,"6,631,260,000",2.300
사조대림,003960,2021,12,음식료품,1.34,0,5000,"9,164,467",0,0,0,0
사조대림,003960,2020,12,음식료품,1.16,0,5000,"9,164,467",200,4.068,"1,470,752,650",1.200
사조동아원,008040,2021,12,음식료품,1.34,0,500,"141,144,600",0,0,0,0
사조동아원,008040,2020,12,음식료품,1.16,0,500,"141,144,600",0,0,0,0
사조산업,007160,2021,12,0,0,0,5000,"5,000,000",0,0,0,0
사조산업,007160,2020,12,0,0,0,5000,"5,000,000",200,8.151,"989,000,000",0.600
사조씨푸드,014710,2021,12,음식료품,1.34,0,1000,"17,218,543",0,0,0,0
사조씨푸드,014710,2020,12,음식료품,1.16,0,1000,"17,218,543",0,0,0,0
사조오양,006090,2021,12,음식료품,1.34,0,5000,"9,422,739",0,0,0,0
사조오양,006090,2020,12,음식료품,1.16,0,5000,"9,422,739",150,7.658 *,"1,413,410,400",1.600
삼강엠앤티,100090,2021,12,금속,0.87,0,500,"36,574,368",0,0,0,0
삼강엠앤티,100090,2020,12,금속,0.99,0,500,"35,092,674",0,0,0,0
삼기,122350,2021,12,운송장비·부품,0.36,0,100,"38,339,428",0,0,0,0
삼기,122350,2020,12,운송장비·부품,0.36,0,100,"38,087,327",0,00.067,"5,000,025",0
삼륭물산,014970,2021,12,종이·목재,0.2,0,500,"15,125,000",0,0,0,0
삼륭물산,014970,2020,12,종이·목재,0.4,0,500,"15,125,000",75,020.618,"1,134,375,000",0.700
삼목에스폼,018310,2021,12,금속,0.87,0,500,"14,700,000",0,0,0,0
삼목에스폼,018310,2020,12,금속,0.99,0,500,"14,700,000",0,0,0,0
삼보모터스,053700,2021,12,운송장비·부품,0.36,0,500,"18,823,896",0,0,0,0
삼보모터스,053700,2020,12,운송장비·부품,0.36,0,500,"17,084,542",0,0,0,0
삼보산업,009620,2021,12,금속,0.87,0,100,"43,822,897",0,0,0,0
삼보산업,009620,2020,12,금속,0.99,0,100,"38,092,246",0,0,0,0
삼보판지,023600,2021,12,종이·목재,0.2,0,500,"16,170,000",0,0,0,0
삼보판지,023600,2020,12,종이·목재,0.4,0,500,"16,170,000",125,4.808,"1,995,973,625",1.000
삼부토건,001470,2021,12,건설업,1.63,0,1000,"137,556,269",0,0,0,0
삼부토건,001470,2020,12,건설업,1.86,0,1000,"137,546,368",0,0,0,0
삼성SDI,006400,2021,12,전기전자,2.7,0,5000,"68,764,530",0,0,0,0
삼성SDI,006400,2020,12,전기전자,1.4,0,5000,"68,764,530",1000,10.610,"66,944,609,800",0.200
삼성공조,006660,2021,12,운수장비,1.02,0,500,"8,126,314",0,0,0,0
삼성공조,006660,2020,12,운수장비,1.46,0,500,"8,126,314",80,11.904,"641,520,320",1.120
삼성머스트스팩5호,380320,2021,12,금융,1.34,0,100,"4,810,000",0,0,0,0
삼성머스트스팩5호,380320,2020,12,0,0,0,0,0,0,0,0,0
삼성물산,028260,2021,12,유통업,1.59,0,100,"186,887,081",0,0,0,0
삼성물산,028260,2020,12,유통업,1.53,0,100,"186,887,081",2300,32.690,"379,416,940,400",1.700
삼성바이오로직스,207940,2021,12,의약품,0.12,0,2500,"66,165,000",0,0,0,0
삼성바이오로직스,207940,2020,12,의약품,0.11,0,2500,"66,165,000",0,0,0,0
삼성생명,032830,2021,12,보험,3.28,0,500,"200,000,000",0,0,0,0
삼성생명,032830,2020,12,보험,3.27,0,500,"200,000,000",2500,35.468,"448,936,947,500",3.100
삼성스팩4호,377630,2021,12,금융,1.34,0,100,"4,020,000",0,0,0,0
삼성스팩4호,377630,2020,12,0,0,0,0,0,0,0,0,0
삼성에스디에스,018260,2021,12,서비스업,0.43,0,500,"77,377,800",0,0,0,0
삼성에스디에스,018260,2020,12,서비스업,0.68,0,500,"77,377,800",2400,40.988,"185,640,446,400",1.300
삼성엔지니어링,028050,2021,12,서비스업,0.43,0,5000,"196,000,000",0,0,0,0
삼성엔지니어링,028050,2020,12,서비스업,0.68,0,5000,"196,000,000",0,0,0,0
삼성전기,009150,2021,12,전기전자,2.7,0,5000,"74,693,696",0,0,0,0
삼성전기,009150,2020,12,전기전자,1.4,0,5000,"74,693,696",1400,16.978,"105,908,827,700",0.800
삼성전자,005930,2021,12,전기전자,2.7,0,100,"5,969,782,550",0,0,0,0
삼성전자,005930,2020,12,전기전자,1.4,0,100,"5,969,782,550",2994,49.698,"13,124,259,877,700",4.000
