count,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
494,,55000,11868463,655144,20191224,55600,55700,54800,,,,,,,
495,,55500,9839252,546623,20191223,56100,56400,55100,,,,,,,
496,,56000,12095519,677521,20191220,56100,56500,55600,,,,,,,
497,,56000,14180520,799291,20191219,57000,57300,55500,,,,,,,
498,,56300,15558208,878486,20191218,56700,57200,56000,,,,,,,
499,,56700,19358433,1087303,20191217,55800,56700,55400,,,,,,,
500,,54700,11512405,630060,20191216,54500,54900,54300,,,,,,,
501,,54700,18120261,987028,20191213,54500,54800,53900,,,,,,,
502,,53300,29178697,1551714,20191212,53000,53300,52700,,,,,,,
503,,51900,11379521,589980,20191211,51500,52200,51400,,,,,,,
504,,51500,6882771,352660,20191210,51000,51600,50700,,,,,,,
505,,51200,8470627,432760,20191209,50900,51400,50700,,,,,,,
506,,50400,11414563,575970,20191206,50100,50900,49950,,,,,,,
507,,49500,10449715,520067,20191205,50200,50400,49500,,,,,,,
508,,49450,13246549,654935,20191204,49600,49850,49000,,,,,,,
509,,49900,12059812,602055,20191203,49800,50300,49500,,,,,,,
510,,50400,18877252,944328,20191202,50900,51300,50400,,,,,,,
511,,50300,11179334,564596,20191129,51200,51400,50200,,,,,,,
512,,51300,6833885,353450,20191128,51900,52100,51300,,,,,,,
513,,52200,7546261,392692,20191127,51800,52300,51600,,,,,,,
514,,51800,27372226,1424278,20191126,51900,52900,51800,,,,,,,
515,,51800,9050625,472176,20191125,52200,52600,51700,,,,,,,
516,,51600,8478310,435737,20191122,51000,51600,50900,,,,,,,
517,,51000,14298646,729351,20191121,51600,52100,50600,,,,,,,
518,,52000,12560070,659160,20191120,53400,53400,52000,,,,,,,
519,,53500,8907177,473053,20191119,53200,53500,52700,,,,,,,
520,,53500,7746554,414199,20191118,53600,53800,53200,,,,,,,
521,,53700,9703360,518315,20191115,52900,53700,52600,,,,,,,
522,,52800,12010018,630540,20191114,51900,52800,51900,,,,,,,
523,,52500,6225196,325646,20191113,52500,52500,52000,,,,,,,
524,,52600,6576148,342966,20191112,51800,52600,51600,,,,,,,
525,,51600,8185952,423836,20191111,52200,52200,51400,,,,,,,
526,,52100,11603290,610282,20191108,53200,53300,52000,,,,,,,
527,,52900,9257116,488510,20191107,53400,53400,52400,,,,,,,
528,,53300,14361133,762570,20191106,52900,53500,52700,,,,,,,
529,,52700,10581034,555449,20191105,52400,52700,52100,,,,,,,
530,,52300,13012411,677400,20191104,51700,52300,51400,,,,,,,
531,,51200,8467846,422791,20191101,50600,51200,50400,,,,,,,
532,,50400,10304777,525166,20191031,51000,51400,50300,,,,,,,
533,,50400,8959435,452020,20191030,50700,50800,50200,,,,,,,
534,,51100,7581629,387755,20191029,51400,51700,50800,,,,,,,
535,,51300,6431522,329526,20191028,50700,51500,50700,,,,,,,
536,,50900,7879897,400781,20191025,50800,51200,50500,,,,,,,
537,,50700,21185785,1077417,20191024,52500,52500,50500,,,,,,,
538,,51200,8663880,443385,20191023,51300,51500,50800,,,,,,,
539,,51200,10898729,557128,20191022,50800,51500,50700,,,,,,,
540,,50300,4406531,220999,20191021,49900,50400,49800,,,,,,,
541,,49900,8483106,426948,20191018,50300,50900,49650,,,,,,,
542,,50500,6701380,337531,20191017,50500,50600,50100,,,,,,,
543,,50700,9136282,462746,20191016,50700,50900,50400,,,,,,,
544,,50100,6058105,303432,20191015,49900,50200,49900,,,,,,,
545,,50000,11130635,557618,20191014,50000,50300,49850,,,,,,,
546,,49150,7783275,382774,20191011,49000,49450,48800,,,,,,,
547,,48550,18639855,904488,20191010,48200,49200,48000,,,,,,,
548,,48900,14239367,689495,20191008,47900,49000,47600,,,,,,,
549,,47750,7047273,338656,20191007,48350,48700,47650,,,,,,,
550,,48000,9331695,448302,20191004,47400,48650,47350,,,,,,,
551,,47600,8382463,401925,20191002,48350,48400,47600,,,,,,,
552,,48850,6206035,303326,20191001,48900,49100,48650,,,,,,,
553,,49050,9497119,462640,20190930,48050,49250,47900,,,,,,,
554,,48400,8048041,389082,20190927,48000,48700,48000,4,0.00,,,,,
555,,49200,8494756,416997,20190926,49000,49250,48900,,,,,,,
556,,48900,9187141,450711,20190925,49200,49350,48800,,,,,,,
557,,49500,7871955,387800,20190924,49050,49650,48850,,,,,,,
558,,49300,7568553,372223,20190923,49250,49300,49000,,,,,,,
559,,49200,15460210,763187,20190920,49400,49600,49100,,,,,,,
560,,49150,16461413,803292,20190919,48050,49200,47850,,,,,,,
561,,47700,10413027,494000,20190918,46900,47700,46800,,,,,,,
562,,46900,7006280,328706,20190917,47000,47100,46800,,,,,,,
563,,47100,15550926,728203,20190916,47000,47100,46400,,,,,,,
564,,47150,16141619,761317,20190911,47300,47400,46800,,,,,,,
565,,47000,9231792,433164,20190910,47100,47200,46550,,,,,,,
566,,46900,9434157,441487,20190909,46450,47000,46300,,,,,,,
567,,46300,9896562,457524,20190906,46500,46500,45850,,,,,,,
568,,45700,18297430,832665,20190905,44800,46100,44450,,,,,,,
569,,44100,12441837,541987,20190904,43250,44100,43150,,,,,,,
570,,43250,9774941,423350,20190903,43550,43650,43100,,,,,,,
571,,43800,7185537,315991,20190902,44850,44850,43650,,,,,,,
572,,44000,9899073,436337,20190830,43750,44300,43750,,,,,,,
573,,43400,10768862,470572,20190829,44200,44200,43050,,,,,,,
574,,44150,5758333,254052,20190828,44100,44400,43750,,,,,,,
575,,44050,16883932,742426,20190827,43650,44200,43600,,,,,,,
576,,43600,7954949,344832,20190826,43050,43800,42950,,,,,,,
577,,43950,5017381,220739,20190823,43800,44200,43650,,,,,,,
578,,44050,8061177,355619,20190822,44500,44700,43850,,,,,,,
579,,44500,6571717,292349,20190821,44350,44800,44150,,,,,,,
580,,44450,8434205,372092,20190820,43950,44600,43550,,,,,,,
581,,43600,6014218,263401,20190819,44350,44350,43500,,,,,,,
582,,43900,9528115,416192,20190816,43800,43900,43300,,,,,,,
583,,43700,8750135,383427,20190814,43900,44250,43500,,,,,,,
584,,43000,7276979,314191,20190813,43500,43500,42950,,,,,,,
585,,43700,8466169,370531,20190812,44000,44000,43550,,,,,,,
586,,43150,9685147,418719,20190809,43250,43350,43050,,,,,,,
587,,42650,16926881,728074,20190808,43250,43500,42650,,,,,,,
588,,43200,10002533,434500,20190807,43600,43900,43100,,,,,,,
589,,43500,15083824,654805,20190806,42500,43800,42500,,,,,,,
590,,43950,14214086,625946,20190805,44350,44600,43600,,,,,,,
591,,44950,12151374,544793,20190802,44550,45500,44300,,,,,,,
592,,45200,7811181,352894,20190801,44900,45500,44850,,,,,,,
593,,45350,12872916,587387,20190731,46200,46600,45000,,,,,,,
594,,46550,5551014,258641,20190730,46300,46850,46300,,,,,,,
595,,46100,6856846,317737,20190729,46800,47050,46000,,,,,,,
596,,47150,7873886,369298,20190726,46650,47150,46550,,,,,,,
597,,47200,8408838,395533,20190725,47150,47200,46600,,,,,,,
598,,46400,8756522,409321,20190724,47100,47150,46250,,,,,,,
599,,47300,9061381,429349,20190723,47350,47550,47050,,,,,,,
