,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,399110,10860,18594,202,20211223,10835,10890,10835,,,,,,,
1,,10775,9119,98,20211222,10725,10775,10725,,,,,,,
2,,10675,15609,166,20211221,10620,10675,10590,,,,,,,
3,,10555,10602,112,20211220,10625,10640,10555,,,,,,,
4,,10715,8773,94,20211217,10790,10795,10715,,,,,,,
5,,10900,5224,57,20211216,10890,10900,10785,,,,,,,
6,,10730,10557,113,20211215,10710,10740,10680,,,,,,,
7,,10780,9194,99,20211214,10780,10815,10770,,,,,,,
8,,10880,12511,136,20211213,10765,10880,10765,,,,,,,
9,,10760,9216,99,20211210,10760,10760,10705,,,,,,,
10,,10765,10296,111,20211209,10770,10775,10730,,,,,,,
11,,10785,11205,121,20211208,10770,10800,10730,,,,,,,
12,,10635,58399,620,20211207,10575,10645,10575,,,,,,,
13,,10540,12155,128,20211206,10520,10560,10515,,,,,,,
14,,10580,6663,70,20211203,10500,10580,10495,,,,,,,
15,,10430,11800,123,20211202,10455,10455,10420,,,,,,,
16,,10620,21909,232,20211201,10685,10685,10560,,,,,,,
17,,10685,30610,330,20211130,10840,10840,10630,,,,,,,
18,,10760,40912,440,20211129,10745,10795,10720,,,,,,,
19,,10820,34758,377,20211126,10880,10885,10820,,,,,,,
20,,10965,77432,848,20211125,10905,10965,10905,,,,,,,
21,,10885,18804,205,20211124,10875,10905,10875,,,,,,,
22,,10810,29800,323,20211123,10855,10855,10805,,,,,,,
23,,10890,39278,429,20211122,10900,10940,10880,,,,,,,
24,,10930,80020,875,20211119,10845,10985,10845,,,,,,,
25,,10795,76027,820,20211118,10810,10815,10755,,,,,,,
26,,10810,13793,149,20211117,10780,10830,10780,,,,,,,
27,,10725,23456,252,20211116,10750,10800,10705,,,,,,,
28,,10725,29952,322,20211115,10775,10785,10725,,,,,,,
29,,10685,72309,773,20211112,10705,10720,10645,,,,,,,
30,,10695,74961,804,20211111,10720,10755,10695,,,,,,,
31,,10750,86724,932,20211110,10755,10760,10710,,,,,,,
32,,10760,67885,731,20211109,10820,10825,10745,,,,,,,
33,,10795,75235,813,20211108,10795,10820,10770,,,,,,,
34,,10800,121063,1307,20211105,10770,10805,10765,,,,,,,
35,,10695,103261,1102,20211104,10645,10695,10635,,,,,,,
36,,10620,43708,463,20211103,10560,10620,10560,,,,,,,
37,,10520,37513,395,20211102,10560,10560,10500,,,,,,,
38,,10535,42094,442,20211101,10490,10560,10490,,,,,,,
39,,10360,17738,184,20211029,10410,10415,10360,,,,,,,
40,,10350,27581,286,20211028,10350,10385,10345,,,,,,,
41,,10380,28061,291,20211027,10340,10385,10315,,,,,,,
42,,10310,20494,211,20211026,10330,10330,10290,,,,,,,
43,,10265,9261,95,20211025,10320,10320,10245,,,,,,,
44,,10325,28440,294,20211022,10305,10345,10300,,,,,,,
45,,10280,16849,173,20211021,10275,10285,10250,,,,,,,
46,,10230,15636,160,20211020,10275,10280,10215,,,,,,,
47,,10225,27533,282,20211019,10235,10270,10215,,,,,,,
48,,10210,11535,118,20211018,10225,10230,10175,,,,,,,
49,,10140,23366,237,20211015,10110,10145,10100,,,,,,,
50,,10005,8687,87,20211014,10015,10020,9995,,,,,,,
51,,9990,7991,80,20211013,10010,10015,9975,,,,,,,
52,,10010,12894,129,20211012,10045,10045,9995,,,,,,,
53,,10090,27348,276,20211008,10080,10115,10070,,,,,,,
54,,10045,45793,459,20211007,10000,10045,9980,,,,,,,
55,,9900,19329,191,20211006,9870,9925,9870,,,,,,,
56,,9815,24819,243,20211005,9775,9825,9755,,,,,,,
57,,9765,59351,584,20211001,10280,10280,9760,,,,,,,
58,,10000,15978,159,20210930,9980,10005,9950,,,,,,,
59,,9940,61902,616,20210929,9960,9975,9940,,,,,,,
60,,10095,24775,250,20210928,10065,10100,10055,,,,,,,
61,,10120,39482,399,20210927,10085,10120,10085,,,,,,,
62,,10045,84459,849,20210924,10050,10075,10030,,,,,,,
63,,9960,85379,854,20210923,10020,10045,9960,,,,,,,
64,,10115,122657,1241,20210917,10085,10135,10075,,,,,,,
65,,10080,49493,498,20210916,10100,10100,10045,,,,,,,
66,,9995,123637,1238,20210915,10055,10055,9995,,,,,,,
67,,10055,122637,1235,20210914,10065,10080,10055,,,,,,,
