,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,33626L,17850,7440,134,20211223,18250,18300,17600,,,,,,,
1,,18100,5591,100,20211222,18300,18300,17550,,,,,,,
2,,17700,2409,43,20211221,17700,18100,17500,,,,,,,
3,,17850,2578,46,20211220,18000,18400,17850,,,,,,,
4,,18200,12944,235,20211217,17850,18400,17500,,,,,,,
5,,17900,7675,137,20211216,17550,18200,17450,,,,,,,
6,,17550,4428,77,20211215,17600,17650,17300,,,,,,,
7,,17600,6302,110,20211214,17600,17800,17350,,,,,,,
8,,17600,4870,86,20211213,17700,17700,17200,,,,,,,
9,,17550,3292,58,20211210,17750,17750,17400,,,,,,,
10,,17650,3239,57,20211209,17500,17700,17400,,,,,,,
11,,17500,5303,93,20211208,17400,17900,17250,,,,,,,
12,,17450,7983,137,20211207,17300,17500,17000,,,,,,,
13,,17100,4644,79,20211206,17450,17450,16750,,,,,,,
14,,17450,5522,95,20211203,16950,17450,16950,,,,,,,
15,,17050,14874,251,20211202,17350,17350,16700,,,,,,,
16,,17350,23709,403,20211201,16650,17600,16150,,,,,,,
17,,17650,13797,245,20211130,18250,18700,17300,,,,,,,
18,,18250,4090,74,20211129,17850,18700,17750,,,,,,,
19,,18400,10475,193,20211126,19050,19050,18200,,,,,,,
20,,18900,2917,55,20211125,19050,19100,18600,,,,,,,
21,,19050,3803,71,20211124,18900,19050,18500,,,,,,,
22,,18850,4856,91,20211123,18850,19000,18550,,,,,,,
23,,18850,6713,128,20211122,18850,19300,18750,,,,,,,
24,,19050,3321,63,20211119,18850,19200,18850,,,,,,,
25,,18850,9341,175,20211118,19100,19350,18350,,,,,,,
26,,19100,5190,99,20211117,19100,19400,19000,,,,,,,
27,,19250,3854,74,20211116,19100,19400,19000,,,,,,,
28,,19400,4684,91,20211115,19200,19500,19100,,,,,,,
29,,19200,9032,173,20211112,19450,19450,19000,,,,,,,
30,,19100,17641,335,20211111,19200,19400,18800,,,,,,,
31,,19400,8974,176,20211110,19850,20000,19400,,,,,,,
32,,19850,14527,292,20211109,19600,20750,19600,,,,,,,
33,,19500,3245,63,20211108,19550,19700,19300,,,,,,,
34,,19500,4176,81,20211105,19550,19600,19300,,,,,,,
35,,19450,7394,145,20211104,19900,19900,19350,,,,,,,
36,,19700,6318,126,20211103,19950,20150,19700,,,,,,,
37,,19800,6052,121,20211102,19700,20200,19700,,,,,,,
38,,19600,2478,49,20211101,19650,19900,19550,,,,,,,
39,,19650,9485,188,20211029,19950,20100,19600,,,,,,,
40,,19800,11912,240,20211028,20350,20550,19800,,,,,,,
41,,20650,12275,252,20211027,20500,20900,20250,,,,,,,
42,,20550,94521,1989,20211026,19450,22000,19450,,,,,,,
43,,19650,4654,91,20211025,19750,19750,19200,,,,,,,
44,,19600,7665,150,20211022,19700,19800,19400,,,,,,,
45,,19700,10439,206,20211021,20100,20150,19600,,,,,,,
46,,20100,5342,107,20211020,20150,20400,19850,,,,,,,
47,,20150,6026,121,20211019,19800,20500,19800,,,,,,,
48,,20000,5632,113,20211018,20500,20500,19900,,,,,,,
49,,20350,6181,126,20211015,20500,20550,20100,,,,,,,
50,,20550,17155,347,20211014,19650,20600,19650,,,,,,,
51,,19650,4822,95,20211013,19150,19750,19150,,,,,,,
52,,19350,8590,168,20211012,19850,19950,19350,,,,,,,
53,,19850,16048,316,20211008,19650,20100,19150,,,,,,,
54,,19150,9558,181,20211007,19250,19250,18700,,,,,,,
55,,18800,20657,395,20211006,19550,20000,18700,,,,,,,
56,,19550,18456,364,20211005,19900,20500,19400,,,,,,,
57,,20500,9228,189,20211001,21000,21000,20300,,,,,,,
58,,21000,9783,203,20210930,20750,21000,20400,,,,,,,
59,,20850,7808,161,20210929,20450,21000,20250,,,,,,,
60,,21000,12618,267,20210928,21600,21600,20850,,,,,,,
