,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,18064K,32300,1687,55,20211223,33200,33450,32200,,,,,,,
1,,33150,405,13,20211222,33350,33650,33100,,,,,,,
2,,33100,1234,41,20211221,32450,34000,31800,,,,,,,
3,,32450,2180,72,20211220,34150,34150,32100,,,,,,,
4,,34200,358,12,20211217,34200,34200,34050,,,,,,,
5,,34200,1012,34,20211216,32600,34700,32600,,,,,,,
6,,34400,1494,52,20211215,34600,35350,34100,,,,,,,
7,,35350,652,23,20211214,36050,36750,35050,,,,,,,
8,,36050,1857,67,20211213,36400,37350,36000,,,,,,,
9,,36400,2850,105,20211210,37300,38000,36100,,,,,,,
10,,37300,1943,73,20211209,37550,37550,36750,,,,,,,
11,,36350,3114,113,20211208,35700,36600,35500,,,,,,,
12,,35300,4059,141,20211207,33700,35300,33500,,,,,,,
13,,33500,1576,53,20211206,33300,33750,33200,,,,,,,
14,,33450,2394,80,20211203,32300,34450,32300,,,,,,,
15,,32300,980,31,20211202,31550,32700,31500,,,,,,,
16,,32300,2259,72,20211201,31700,33350,31500,,,,,,,
17,,31750,2801,89,20211130,33500,33500,31250,,,,,,,
18,,32950,1875,62,20211129,31500,33550,31500,,,,,,,
19,,33650,1257,42,20211126,34500,34500,33550,,,,,,,
20,,34500,548,19,20211125,34700,35000,34050,,,,,,,
21,,34700,610,21,20211124,35850,35850,34500,,,,,,,
22,,34600,835,29,20211123,34950,34950,34350,,,,,,,
23,,34950,1174,41,20211122,35300,35300,34850,,,,,,,
24,,35300,400,14,20211119,35300,35400,35100,,,,,,,
25,,35150,1120,39,20211118,35050,35250,34800,,,,,,,
26,,35250,1574,55,20211117,35900,35900,35000,,,,,,,
27,,35900,1638,59,20211116,35950,36800,35700,,,,,,,
28,,35900,2887,106,20211115,36000,38150,35500,,,,,,,
29,,35350,1702,61,20211112,35550,36200,35300,,,,,,,
30,,35700,1203,43,20211111,36400,36400,35000,,,,,,,
31,,36400,1332,49,20211110,37200,37200,36400,,,,,,,
32,,37200,1013,37,20211109,37200,37250,36550,,,,,,,
33,,37300,1777,65,20211108,36600,37300,36300,,,,,,,
34,,36300,2057,75,20211105,37000,37150,36300,,,,,,,
35,,37000,759,28,20211104,37200,37850,37000,,,,,,,
36,,37200,1030,38,20211103,37400,37400,37200,,,,,,,
