,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,271940,58200,173043,10096,20211223,59000,59300,58000,,,,,,,
1,,59400,207513,12404,20211222,60400,61000,59200,,,,,,,
2,,60500,389959,23191,20211221,59000,60800,57100,,,,,,,
3,,58600,485095,28816,20211220,57400,61600,57000,,,,,,,
4,,56500,483515,27340,20211217,58800,59600,54500,,,,,,,
5,,59900,128652,7720,20211216,60100,60900,59600,,,,,,,
6,,60300,142486,8524,20211215,59300,60500,59100,,,,,,,
7,,59900,264791,15992,20211214,58800,61400,58500,,,,,,,
8,,59200,229376,13700,20211213,60200,60700,58500,,,,,,,
9,,60400,432857,25826,20211210,58700,60700,57000,,,,,,,
10,,58700,561685,32492,20211209,55000,59300,54500,,,,,,,
11,,55100,248301,13738,20211208,56000,56100,54900,,,,,,,
12,,54900,235834,12886,20211207,55400,55700,53600,,,,,,,
13,,55000,441832,24114,20211206,52400,55800,52300,,,,,,,
14,,53200,412730,21683,20211203,52100,53200,51200,,,,,,,
15,,51600,563542,28531,20211202,49850,51800,49050,,,,,,,
16,,50300,1779806,90708,20211201,53100,54000,49950,,,,,,,
17,,58100,190116,11300,20211130,61100,61600,58000,,,,,,,
18,,60500,155739,9471,20211129,59200,62400,59200,,,,,,,
19,,63400,142938,9061,20211126,63800,64500,62200,,,,,,,
20,,62200,141183,8823,20211125,64100,64100,62000,,,,,,,
21,,64100,88845,5740,20211124,65300,66000,64000,,,,,,,
22,,65300,76099,5009,20211123,66400,66500,65300,,,,,,,
23,,66700,116642,7674,20211122,66000,66900,65000,,,,,,,
24,,66500,96066,6434,20211119,67200,68900,66200,,,,,,,
25,,66900,104736,6934,20211118,67500,67600,65000,,,,,,,
26,,67500,119825,8127,20211117,69100,70100,67400,,,,,,,
27,,69000,91766,6337,20211116,70400,70500,68300,,,,,,,
28,,70200,174094,12216,20211115,68500,71300,68500,,,,,,,
29,,68300,83280,5635,20211112,67000,68500,66800,,,,,,,
30,,67000,78272,5254,20211111,66600,68200,66600,,,,,,,
31,,67900,85640,5791,20211110,68000,68800,67000,,,,,,,
32,,69000,114505,7908,20211109,68300,69800,68300,,,,,,,
33,,67500,176904,11922,20211108,66000,70800,64800,,,,,,,
34,,66000,122394,8088,20211105,67200,67300,65700,,,,,,,
35,,67300,169308,11509,20211104,69800,69800,66900,,,,,,,
36,,69000,127406,8855,20211103,70600,70800,68800,,,,,,,
37,,70500,92031,6478,20211102,69900,70900,69900,,,,,,,
38,,69300,127633,8920,20211101,71600,72000,69200,,,,,,,
39,,71400,85547,6142,20211029,72500,72800,71300,,,,,,,
40,,72000,113721,8252,20211028,72800,73800,72000,,,,,,,
41,,73200,173246,12624,20211027,74000,74900,71900,,,,,,,
42,,74000,127027,9452,20211026,74400,75300,73600,,,,,,,
43,,74100,134056,9750,20211025,72500,74200,71100,,,,,,,
44,,73200,186530,13897,20211022,74900,75800,73200,,,,,,,
45,,74100,243667,18247,20211021,76900,76900,73600,,,,,,,
46,,76500,454833,33946,20211020,75200,76900,72500,,,,,,,
47,,74700,603292,44531,20211019,70500,75000,70500,,,,,,,
48,,70200,123127,8669,20211018,71200,71200,69800,,,,,,,
49,,71300,202021,14501,20211015,73000,73100,70800,,,,,,,
50,,72200,389257,28616,20211014,75000,75200,72100,,,,,,,
51,,72700,356916,25409,20211013,71600,74000,69000,,,,,,,
52,,71600,489181,35048,20211012,71600,73900,69900,,,,,,,
53,,70500,1867760,129505,20211008,63900,72300,63600,,,,,,,
54,,61100,242072,14797,20211007,60300,61900,59800,,,,,,,
55,,59600,375012,22779,20211006,63200,64200,59600,,,,,,,
56,,63000,533901,33979,20211005,67000,67000,61600,,,,,,,
57,,68900,648195,44876,20211001,69000,71000,68500,,,,,,,
58,,73000,204359,15011,20210930,74700,75000,72600,,,,,,,
59,,75100,274582,20575,20210929,72700,76600,72300,,,,,,,
60,,74300,442179,33301,20210928,72400,78400,71200,,,,,,,
61,,72500,240524,17481,20210927,74400,74400,72000,,,,,,,
62,,74700,260691,19630,20210924,77000,77600,74100,,,,,,,
63,,75600,438171,33610,20210923,73100,79400,73000,,,,,,,
64,,75200,418103,31634,20210917,77700,78000,75100,,,,,,,
65,,78200,683224,53780,20210916,80300,80600,77700,,,,,,,
66,,81600,396287,32582,20210915,84300,84800,81500,,,,,,,
67,,84200,918941,78863,20210914,85300,88700,83600,,,,,,,
68,,85000,1463683,122979,20210913,80200,86800,80200,,,,,,,
69,,78900,355371,28420,20210910,78900,81700,78800,,,,,,,
70,,78600,604564,48254,20210909,78300,82200,76600,,,,,,,
71,,80000,764593,62189,20210908,85200,85200,79800,,,,,,,
72,,85200,990390,84744,20210907,84100,87400,83500,,,,,,,
73,,83100,1104471,94076,20210906,89000,89000,83000,,,,,,,
74,,89400,1732044,155599,20210903,92800,94000,87200,,,,,,,
75,,91600,6922614,642087,20210902,95000,98000,89100,,,,,,,
76,,89100,2037425,181013,20210901,68600,89100,68600,,,,,,,
