,종목코드,현재가,거래량,거래대금,일자,시가,고가,저가,수정주가구분,수정비율,대업종구분,소업종구분,종목정보,수정주가이벤트,전일종가
0,00806K,10950,15856,173,20220119,10800,11300,10600,,,,,,,
1,,10700,26265,291,20220118,11250,11400,10700,,,,,,,
2,,11300,60544,659,20220117,10600,11400,10450,,,,,,,
3,,10600,20446,213,20220114,9960,10750,9960,,,,,,,
4,,10050,4106,41,20220113,10000,10250,9970,,,,,,,
5,,10150,6387,64,20220112,9960,10150,9960,,,,,,,
6,,10000,8874,88,20220111,10200,10200,10000,,,,,,,
7,,10250,2214,23,20220110,10450,10450,10100,,,,,,,
8,,10400,3197,33,20220107,10450,10450,10150,,,,,,,
9,,10200,3509,36,20220106,10300,10350,10100,,,,,,,
10,,10300,5816,60,20220105,10550,10550,10150,,,,,,,
11,,10350,7562,78,20220104,10300,10400,10200,,,,,,,
12,,10350,10265,106,20220103,10450,10600,10250,,,,,,,
13,,10500,18386,194,20211230,10600,10950,10400,,,,,,,
14,,10550,3911,41,20211229,10600,10750,10550,4,0.00,,,,,
15,,10750,12431,133,20211228,10750,10800,10600,,,,,,,
16,,10700,25340,272,20211227,10850,10950,10550,,,,,,,
17,,10950,18131,198,20211224,10950,11100,10700,,,,,,,
18,,10800,8140,88,20211223,10900,10950,10600,,,,,,,
19,,10850,9683,103,20211222,10600,10850,10350,,,,,,,
20,,10450,7148,74,20211221,10500,10500,10200,,,,,,,
21,,10350,19038,202,20211220,10600,10950,10350,,,,,,,
22,,10750,8380,90,20211217,10750,10900,10650,,,,,,,
23,,10900,9683,105,20211216,11150,11150,10750,,,,,,,
24,,10900,13763,151,20211215,11300,11300,10750,,,,,,,
25,,11150,96079,1122,20211214,11700,12500,11000,,,,,,,
26,,11200,39058,437,20211213,11200,11800,10650,,,,,,,
27,,11100,113464,1279,20211210,10600,11850,10600,,,,,,,
28,,10500,5829,61,20211209,10750,10750,10450,,,,,,,
29,,10650,15329,162,20211208,10800,10850,10200,,,,,,,
30,,10700,10429,110,20211207,10800,11050,10300,,,,,,,
31,,10550,50865,552,20211206,10500,11350,10150,,,,,,,
32,,10250,23233,231,20211203,9710,10350,9610,,,,,,,
33,,9700,3698,36,20211202,9640,9700,9480,,,,,,,
34,,9570,3196,30,20211201,9370,9640,9300,,,,,,,
35,,9420,7493,71,20211130,9740,9800,9240,,,,,,,
36,,9640,11756,114,20211129,9850,9880,9550,,,,,,,
37,,9930,27710,280,20211126,10500,10650,9880,,,,,,,
38,,10500,5797,62,20211125,10950,10950,10500,,,,,,,
39,,10850,2795,30,20211124,11000,11000,10700,,,,,,,
40,,10850,5514,60,20211123,10900,11150,10800,,,,,,,
41,,10950,13487,148,20211122,11300,11300,10700,,,,,,,
42,,11250,4835,55,20211119,11600,11700,11250,,,,,,,
43,,11600,6961,80,20211118,11550,11700,11300,,,,,,,
44,,11600,6544,75,20211117,11850,11850,11300,,,,,,,
45,,11600,3591,42,20211116,11750,11750,11550,,,,,,,
46,,11650,5185,61,20211115,11650,11750,11650,,,,,,,
47,,11700,5582,64,20211112,11400,11700,11400,,,,,,,
48,,11600,19011,217,20211111,11250,11750,11100,,,,,,,
49,,11250,14322,162,20211110,11750,11750,11050,,,,,,,
50,,11600,28919,338,20211109,12000,12250,11450,,,,,,,
51,,12100,38657,466,20211108,12400,12550,11750,,,,,,,
52,,12100,131520,1556,20211105,11350,12600,10950,,,,,,,
53,,11150,10318,114,20211104,10850,11250,10850,,,,,,,
54,,10850,7331,79,20211103,10900,11100,10600,,,,,,,
55,,10800,25089,269,20211102,10800,10950,10550,,,,,,,
56,,10800,14447,155,20211101,10850,11050,10600,,,,,,,
57,,10850,9315,103,20211029,11300,11300,10850,,,,,,,
58,,11000,4707,53,20211028,11050,11300,11000,,,,,,,
59,,11050,6148,68,20211027,11450,11450,10900,,,,,,,
60,,11300,11472,126,20211026,11200,11400,10700,,,,,,,
61,,11150,75665,850,20211025,10400,11750,10400,,,,,,,
62,,10300,11352,117,20211022,10450,10450,10250,,,,,,,
63,,10350,2268,24,20211021,10400,10600,10350,,,,,,,
64,,10400,6975,74,20211020,10800,10800,10400,,,,,,,
